PLAYER,TEAM,DATE,MATCHUP,W/L,MIN,PTS,+/-
Torrey Craig,PHX,07/20/2021,PHX @ MIL,L,1,0,0
Pat Connaughton,MIL,07/20/2021,MIL vs. PHX,W,23,0,-21
P.J. Tucker,MIL,07/20/2021,MIL vs. PHX,W,36,0,13
Mikal Bridges,PHX,07/20/2021,PHX @ MIL,L,39,7,-18
Khris Middleton,MIL,07/20/2021,MIL vs. PHX,W,41,17,11
Jrue Holiday,MIL,07/20/2021,MIL vs. PHX,W,46,12,12
Jeff Teague,MIL,07/20/2021,MIL vs. PHX,W,2,0,-5
Jae Crowder,PHX,07/20/2021,PHX @ MIL,L,41,15,4
Giannis Antetokounmpo,MIL,07/20/2021,MIL vs. PHX,W,42,50,10
Frank Kaminsky,PHX,07/20/2021,PHX @ MIL,L,11,6,0
Devin Booker,PHX,07/20/2021,PHX @ MIL,L,46,19,-15
Deandre Ayton,PHX,07/20/2021,PHX @ MIL,L,36,12,-7
Chris Paul,PHX,07/20/2021,PHX @ MIL,L,39,26,-8
Cameron Payne,PHX,07/20/2021,PHX @ MIL,L,10,10,9
Cameron Johnson,PHX,07/20/2021,PHX @ MIL,L,16,3,0
Brook Lopez,MIL,07/20/2021,MIL vs. PHX,W,27,10,9
Bobby Portis,MIL,07/20/2021,MIL vs. PHX,W,23,16,6
Torrey Craig,PHX,07/17/2021,PHX vs. MIL,L,9,3,-7
Pat Connaughton,MIL,07/17/2021,MIL @ PHX,W,33,14,10
P.J. Tucker,MIL,07/17/2021,MIL @ PHX,W,24,3,-7
Mikal Bridges,PHX,07/17/2021,PHX vs. MIL,L,33,13,5
Khris Middleton,MIL,07/17/2021,MIL @ PHX,W,44,29,4
Jrue Holiday,MIL,07/17/2021,MIL @ PHX,W,42,27,14
Jeff Teague,MIL,07/17/2021,MIL @ PHX,W,8,0,-11
Jae Crowder,PHX,07/17/2021,PHX vs. MIL,L,40,10,-7
Giannis Antetokounmpo,MIL,07/17/2021,MIL @ PHX,W,41,32,-7
Devin Booker,PHX,07/17/2021,PHX vs. MIL,L,42,40,12
Deandre Ayton,PHX,07/17/2021,PHX vs. MIL,L,45,20,6
Chris Paul,PHX,07/17/2021,PHX vs. MIL,L,35,21,-6
Cameron Payne,PHX,07/17/2021,PHX vs. MIL,L,15,6,-4
Cameron Johnson,PHX,07/17/2021,PHX vs. MIL,L,22,6,-19
Brook Lopez,MIL,07/17/2021,MIL @ PHX,W,29,9,10
Bobby Portis,MIL,07/17/2021,MIL @ PHX,W,19,9,7
Torrey Craig,PHX,07/14/2021,PHX @ MIL,L,15,4,4
Pat Connaughton,MIL,07/14/2021,MIL vs. PHX,W,32,11,21
P.J. Tucker,MIL,07/14/2021,MIL vs. PHX,W,29,0,-3
Mikal Bridges,PHX,07/14/2021,PHX @ MIL,L,25,7,-3
Khris Middleton,MIL,07/14/2021,MIL vs. PHX,W,43,40,10
Jrue Holiday,MIL,07/14/2021,MIL vs. PHX,W,43,13,8
Jeff Teague,MIL,07/14/2021,MIL vs. PHX,W,11,2,-3
Jae Crowder,PHX,07/14/2021,PHX @ MIL,L,39,15,-5
Giannis Antetokounmpo,MIL,07/14/2021,MIL vs. PHX,W,43,26,3
Devin Booker,PHX,07/14/2021,PHX @ MIL,L,39,42,0
Deandre Ayton,PHX,07/14/2021,PHX @ MIL,L,39,6,-7
Chris Paul,PHX,07/14/2021,PHX @ MIL,L,37,10,-10
Cameron Payne,PHX,07/14/2021,PHX @ MIL,L,17,9,0
Cameron Johnson,PHX,07/14/2021,PHX @ MIL,L,29,10,-9
Brook Lopez,MIL,07/14/2021,MIL vs. PHX,W,19,14,-13
Bobby Portis,MIL,07/14/2021,MIL vs. PHX,W,20,3,7
Ty-Shon Alexander,PHX,07/11/2021,PHX @ MIL,L,1,2,-1
Torrey Craig,PHX,07/11/2021,PHX @ MIL,L,15,2,-12
Thanasis Antetokounmpo,MIL,07/11/2021,MIL vs. PHX,W,2,0,1
Sam Merrill,MIL,07/11/2021,MIL vs. PHX,W,1,0,1
Pat Connaughton,MIL,07/11/2021,MIL vs. PHX,W,30,8,3
P.J. Tucker,MIL,07/11/2021,MIL vs. PHX,W,30,7,12
Mikal Bridges,PHX,07/11/2021,PHX @ MIL,L,27,4,-1
Khris Middleton,MIL,07/11/2021,MIL vs. PHX,W,41,18,8
Jrue Holiday,MIL,07/11/2021,MIL vs. PHX,W,40,21,22
Jordan Nwora,MIL,07/11/2021,MIL vs. PHX,W,1,3,1
Jeff Teague,MIL,07/11/2021,MIL vs. PHX,W,14,0,9
Jae Crowder,PHX,07/11/2021,PHX @ MIL,L,33,18,-11
Giannis Antetokounmpo,MIL,07/11/2021,MIL vs. PHX,W,38,41,20
Frank Kaminsky,PHX,07/11/2021,PHX @ MIL,L,14,6,-12
Devin Booker,PHX,07/11/2021,PHX @ MIL,L,29,10,-13
Deandre Ayton,PHX,07/11/2021,PHX @ MIL,L,24,18,-6
Chris Paul,PHX,07/11/2021,PHX @ MIL,L,34,19,-13
Cameron Payne,PHX,07/11/2021,PHX @ MIL,L,25,7,-18
Cameron Johnson,PHX,07/11/2021,PHX @ MIL,L,30,14,-8
Bryn Forbes,MIL,07/11/2021,MIL vs. PHX,W,4,0,-2
Brook Lopez,MIL,07/11/2021,MIL vs. PHX,W,21,11,6
Bobby Portis,MIL,07/11/2021,MIL vs. PHX,W,18,11,19
Abdel Nader,PHX,07/11/2021,PHX @ MIL,L,7,0,-5
Torrey Craig,PHX,07/08/2021,PHX vs. MIL,W,8,6,1
Pat Connaughton,MIL,07/08/2021,MIL @ PHX,L,34,14,-14
P.J. Tucker,MIL,07/08/2021,MIL @ PHX,L,35,7,-5
Mikal Bridges,PHX,07/08/2021,PHX vs. MIL,W,38,27,7
Khris Middleton,MIL,07/08/2021,MIL @ PHX,L,41,11,-15
Jrue Holiday,MIL,07/08/2021,MIL @ PHX,L,39,17,-3
Jeff Teague,MIL,07/08/2021,MIL @ PHX,L,12,4,-3
Jae Crowder,PHX,07/08/2021,PHX vs. MIL,W,37,11,10
Giannis Antetokounmpo,MIL,07/08/2021,MIL @ PHX,L,40,42,3
Frank Kaminsky,PHX,07/08/2021,PHX vs. MIL,W,1,0,2
Elijah Bryant,MIL,07/08/2021,MIL @ PHX,L,0,0,0
Devin Booker,PHX,07/08/2021,PHX vs. MIL,W,44,31,10
Deandre Ayton,PHX,07/08/2021,PHX vs. MIL,W,42,10,10
Chris Paul,PHX,07/08/2021,PHX vs. MIL,W,41,23,9
Cameron Payne,PHX,07/08/2021,PHX vs. MIL,W,10,2,1
Cameron Johnson,PHX,07/08/2021,PHX vs. MIL,W,18,8,2
Bryn Forbes,MIL,07/08/2021,MIL @ PHX,L,6,3,-7
Brook Lopez,MIL,07/08/2021,MIL @ PHX,L,28,8,-1
Bobby Portis,MIL,07/08/2021,MIL @ PHX,L,5,2,-5
Abdel Nader,PHX,07/08/2021,PHX vs. MIL,W,1,0,-2
Torrey Craig,PHX,07/06/2021,PHX vs. MIL,W,16,2,-10
Pat Connaughton,MIL,07/06/2021,MIL @ PHX,L,28,8,2
P.J. Tucker,MIL,07/06/2021,MIL @ PHX,L,33,7,-14
Mikal Bridges,PHX,07/06/2021,PHX vs. MIL,W,30,14,14
Khris Middleton,MIL,07/06/2021,MIL @ PHX,L,45,29,-11
Jrue Holiday,MIL,07/06/2021,MIL @ PHX,L,40,10,-16
Jeff Teague,MIL,07/06/2021,MIL @ PHX,L,10,3,1
Jae Crowder,PHX,07/06/2021,PHX vs. MIL,W,33,1,19
Giannis Antetokounmpo,MIL,07/06/2021,MIL @ PHX,L,35,20,1
Frank Kaminsky,PHX,07/06/2021,PHX vs. MIL,W,4,0,0
Devin Booker,PHX,07/06/2021,PHX vs. MIL,W,42,27,18
Deandre Ayton,PHX,07/06/2021,PHX vs. MIL,W,39,22,13
Dario Saric,PHX,07/06/2021,PHX vs. MIL,W,2,0,4
Chris Paul,PHX,07/06/2021,PHX vs. MIL,W,37,32,17
Cameron Payne,PHX,07/06/2021,PHX vs. MIL,W,17,10,-9
Cameron Johnson,PHX,07/06/2021,PHX vs. MIL,W,21,10,-1
Bryn Forbes,MIL,07/06/2021,MIL @ PHX,L,12,6,-1
Brook Lopez,MIL,07/06/2021,MIL @ PHX,L,23,17,-17
Bobby Portis,MIL,07/06/2021,MIL @ PHX,L,14,5,-10
Trae Young,ATL,07/03/2021,ATL vs. MIL,L,35,14,-5
Thanasis Antetokounmpo,MIL,07/03/2021,MIL @ ATL,W,1,0,0
Solomon Hill,ATL,07/03/2021,ATL vs. MIL,L,0,0,0
Skylar Mays,ATL,07/03/2021,ATL vs. MIL,L,1,0,0
Pat Connaughton,MIL,07/03/2021,MIL @ ATL,W,30,13,5
P.J. Tucker,MIL,07/03/2021,MIL @ ATL,W,32,5,0
Onyeka Okongwu,ATL,07/03/2021,ATL vs. MIL,L,12,3,-11
Nathan Knight,ATL,07/03/2021,ATL vs. MIL,L,1,0,0
Lou Williams,ATL,07/03/2021,ATL vs. MIL,L,12,4,-6
Kris Dunn,ATL,07/03/2021,ATL vs. MIL,L,1,0,0
Khris Middleton,MIL,07/03/2021,MIL @ ATL,W,41,32,3
Kevin Huerter,ATL,07/03/2021,ATL vs. MIL,L,29,5,-22
Jrue Holiday,MIL,07/03/2021,MIL @ ATL,W,42,27,13
John Collins,ATL,07/03/2021,ATL vs. MIL,L,31,13,-1
Jeff Teague,MIL,07/03/2021,MIL @ ATL,W,12,11,1
Danilo Gallinari,ATL,07/03/2021,ATL vs. MIL,L,23,13,-5
Clint Capela,ATL,07/03/2021,ATL vs. MIL,L,29,14,-5
Cam Reddish,ATL,07/03/2021,ATL vs. MIL,L,29,21,4
Bryn Forbes,MIL,07/03/2021,MIL @ ATL,W,10,5,-3
Bruno Fernando,ATL,07/03/2021,ATL vs. MIL,L,1,0,0
Brook Lopez,MIL,07/03/2021,MIL @ ATL,W,39,13,25
Bogdan Bogdanovic,ATL,07/03/2021,ATL vs. MIL,L,37,20,-4
Bobby Portis,MIL,07/03/2021,MIL @ ATL,W,32,12,11
Thanasis Antetokounmpo,MIL,07/01/2021,MIL vs. ATL,W,3,0,-4
Solomon Hill,ATL,07/01/2021,ATL @ MIL,L,1,0,2
Skylar Mays,ATL,07/01/2021,ATL @ MIL,L,1,2,2
Pat Connaughton,MIL,07/01/2021,MIL vs. ATL,W,21,9,-2
P.J. Tucker,MIL,07/01/2021,MIL vs. ATL,W,38,5,14
Onyeka Okongwu,ATL,07/01/2021,ATL @ MIL,L,16,6,4
Nathan Knight,ATL,07/01/2021,ATL @ MIL,L,1,0,2
Lou Williams,ATL,07/01/2021,ATL @ MIL,L,35,17,-15
Kris Dunn,ATL,07/01/2021,ATL @ MIL,L,8,0,6
Khris Middleton,MIL,07/01/2021,MIL vs. ATL,W,45,26,16
Kevin Huerter,ATL,07/01/2021,ATL @ MIL,L,38,8,-12
Jrue Holiday,MIL,07/01/2021,MIL vs. ATL,W,42,25,8
John Collins,ATL,07/01/2021,ATL @ MIL,L,34,19,-16
Jeff Teague,MIL,07/01/2021,MIL vs. ATL,W,4,0,0
Elijah Bryant,MIL,07/01/2021,MIL vs. ATL,W,1,0,-2
Danilo Gallinari,ATL,07/01/2021,ATL @ MIL,L,23,19,-3
Clint Capela,ATL,07/01/2021,ATL @ MIL,L,21,6,-11
Cam Reddish,ATL,07/01/2021,ATL @ MIL,L,23,7,1
Bryn Forbes,MIL,07/01/2021,MIL vs. ATL,W,14,3,-6
Bruno Fernando,ATL,07/01/2021,ATL @ MIL,L,1,0,2
Brook Lopez,MIL,07/01/2021,MIL vs. ATL,W,38,33,17
Bogdan Bogdanovic,ATL,07/01/2021,ATL @ MIL,L,39,28,-17
Bobby Portis,MIL,07/01/2021,MIL vs. ATL,W,36,22,14
Yogi Ferrell,LAC,06/30/2021,LAC vs. PHX,L,3,0,-6
Torrey Craig,PHX,06/30/2021,PHX @ LAC,W,31,3,28
Terance Mann,LAC,06/30/2021,LAC vs. PHX,L,29,5,-10
Reggie Jackson,LAC,06/30/2021,LAC vs. PHX,L,37,13,-18
Paul George,LAC,06/30/2021,LAC vs. PHX,L,41,21,-25
Patrick Beverley,LAC,06/30/2021,LAC vs. PHX,L,31,11,-16
Nicolas Batum,LAC,06/30/2021,LAC vs. PHX,L,19,9,-5
Mikal Bridges,PHX,06/30/2021,PHX @ LAC,W,24,9,-2
Marcus Morris Sr.,LAC,06/30/2021,LAC vs. PHX,L,42,26,-15
Luke Kennard,LAC,06/30/2021,LAC vs. PHX,L,14,3,-8
Jevon Carter,PHX,06/30/2021,PHX @ LAC,W,2,2,3
Jay Scrubb,LAC,06/30/2021,LAC vs. PHX,L,3,0,-6
Jalen Smith,PHX,06/30/2021,PHX @ LAC,W,2,2,3
Jae Crowder,PHX,06/30/2021,PHX @ LAC,W,33,19,19
E'Twaun Moore,PHX,06/30/2021,PHX @ LAC,W,2,2,3
Devin Booker,PHX,06/30/2021,PHX @ LAC,W,42,22,23
Deandre Ayton,PHX,06/30/2021,PHX @ LAC,W,40,16,19
DeMarcus Cousins,LAC,06/30/2021,LAC vs. PHX,L,14,12,-14
Dario Saric,PHX,06/30/2021,PHX @ LAC,W,8,7,8
Daniel Oturu,LAC,06/30/2021,LAC vs. PHX,L,3,1,-6
Chris Paul,PHX,06/30/2021,PHX @ LAC,W,35,41,22
Cameron Payne,PHX,06/30/2021,PHX @ LAC,W,16,7,11
Amir Coffey,LAC,06/30/2021,LAC vs. PHX,L,3,2,-6
Abdel Nader,PHX,06/30/2021,PHX @ LAC,W,6,0,-2
Tony Snell,ATL,06/29/2021,ATL vs. MIL,W,2,0,-2
Thanasis Antetokounmpo,MIL,06/29/2021,MIL @ ATL,L,4,2,2
Skylar Mays,ATL,06/29/2021,ATL vs. MIL,W,3,4,0
Sam Merrill,MIL,06/29/2021,MIL @ ATL,L,4,0,2
Pat Connaughton,MIL,06/29/2021,MIL @ ATL,L,26,3,-21
P.J. Tucker,MIL,06/29/2021,MIL @ ATL,L,27,8,-14
Onyeka Okongwu,ATL,06/29/2021,ATL vs. MIL,W,15,7,-1
Nathan Knight,ATL,06/29/2021,ATL vs. MIL,W,3,2,0
Mamadi Diakite,MIL,06/29/2021,MIL @ ATL,L,4,0,2
Lou Williams,ATL,06/29/2021,ATL vs. MIL,W,35,21,15
Kris Dunn,ATL,06/29/2021,ATL vs. MIL,W,11,0,3
Khris Middleton,MIL,06/29/2021,MIL @ ATL,L,36,16,-25
Kevin Huerter,ATL,06/29/2021,ATL vs. MIL,W,36,15,20
Jrue Holiday,MIL,06/29/2021,MIL @ ATL,L,38,19,-18
Jordan Nwora,MIL,06/29/2021,MIL @ ATL,L,4,4,2
John Collins,ATL,06/29/2021,ATL vs. MIL,W,30,4,26
Jeff Teague,MIL,06/29/2021,MIL @ ATL,L,2,0,-6
Giannis Antetokounmpo,MIL,06/29/2021,MIL @ ATL,L,24,14,-11
Elijah Bryant,MIL,06/29/2021,MIL @ ATL,L,4,2,2
Danilo Gallinari,ATL,06/29/2021,ATL vs. MIL,W,19,10,3
Clint Capela,ATL,06/29/2021,ATL vs. MIL,W,28,15,18
Cam Reddish,ATL,06/29/2021,ATL vs. MIL,W,23,12,5
Bryn Forbes,MIL,06/29/2021,MIL @ ATL,L,14,6,-6
Bruno Fernando,ATL,06/29/2021,ATL vs. MIL,W,1,0,-2
Brook Lopez,MIL,06/29/2021,MIL @ ATL,L,29,7,-17
Bogdan Bogdanovic,ATL,06/29/2021,ATL vs. MIL,W,33,20,25
Bobby Portis,MIL,06/29/2021,MIL @ ATL,L,21,7,-2
Yogi Ferrell,LAC,06/28/2021,LAC @ PHX,W,1,2,0
Torrey Craig,PHX,06/28/2021,PHX vs. LAC,L,11,5,-6
Terance Mann,LAC,06/28/2021,LAC @ PHX,W,26,4,-6
Reggie Jackson,LAC,06/28/2021,LAC @ PHX,W,38,23,21
Paul George,LAC,06/28/2021,LAC @ PHX,W,41,41,14
Patrick Beverley,LAC,06/28/2021,LAC @ PHX,W,31,7,2
Nicolas Batum,LAC,06/28/2021,LAC @ PHX,W,30,2,18
Mikal Bridges,PHX,06/28/2021,PHX vs. LAC,L,28,5,-8
Marcus Morris Sr.,LAC,06/28/2021,LAC @ PHX,W,39,22,20
Luke Kennard,LAC,06/28/2021,LAC @ PHX,W,19,0,-5
Jay Scrubb,LAC,06/28/2021,LAC @ PHX,W,1,0,0
Jalen Smith,PHX,06/28/2021,PHX vs. LAC,L,1,0,0
Jae Crowder,PHX,06/28/2021,PHX vs. LAC,L,27,4,-11
Devin Booker,PHX,06/28/2021,PHX vs. LAC,L,43,31,-10
Deandre Ayton,PHX,06/28/2021,PHX vs. LAC,L,37,10,-22
DeMarcus Cousins,LAC,06/28/2021,LAC @ PHX,W,11,15,6
Dario Saric,PHX,06/28/2021,PHX vs. LAC,L,11,2,8
Daniel Oturu,LAC,06/28/2021,LAC @ PHX,W,1,0,0
Chris Paul,PHX,06/28/2021,PHX vs. LAC,L,36,22,-15
Cameron Payne,PHX,06/28/2021,PHX vs. LAC,L,13,5,4
Cameron Johnson,PHX,06/28/2021,PHX vs. LAC,L,23,14,-4
Amir Coffey,LAC,06/28/2021,LAC @ PHX,W,1,0,0
Abdel Nader,PHX,06/28/2021,PHX vs. LAC,L,9,4,-6
Trae Young,ATL,06/27/2021,ATL vs. MIL,L,39,35,-13
Thanasis Antetokounmpo,MIL,06/27/2021,MIL @ ATL,W,0,0,-1
Solomon Hill,ATL,06/27/2021,ATL vs. MIL,L,15,0,-14
Pat Connaughton,MIL,06/27/2021,MIL @ ATL,W,32,5,25
P.J. Tucker,MIL,06/27/2021,MIL @ ATL,W,34,3,1
Onyeka Okongwu,ATL,06/27/2021,ATL vs. MIL,L,9,4,-10
Lou Williams,ATL,06/27/2021,ATL vs. MIL,L,18,5,-12
Khris Middleton,MIL,06/27/2021,MIL @ ATL,W,42,38,16
Kevin Huerter,ATL,06/27/2021,ATL vs. MIL,L,37,11,9
Jrue Holiday,MIL,06/27/2021,MIL @ ATL,W,42,6,6
John Collins,ATL,06/27/2021,ATL vs. MIL,L,23,13,-6
Jeff Teague,MIL,06/27/2021,MIL @ ATL,W,0,0,-1
Giannis Antetokounmpo,MIL,06/27/2021,MIL @ ATL,W,41,33,6
Danilo Gallinari,ATL,06/27/2021,ATL vs. MIL,L,36,18,-18
Clint Capela,ATL,06/27/2021,ATL vs. MIL,L,28,8,11
Bryn Forbes,MIL,06/27/2021,MIL @ ATL,W,7,3,3
Brook Lopez,MIL,06/27/2021,MIL @ ATL,W,25,10,-17
Bogdan Bogdanovic,ATL,06/27/2021,ATL vs. MIL,L,35,8,-2
Bobby Portis,MIL,06/27/2021,MIL @ ATL,W,17,15,17
Torrey Craig,PHX,06/26/2021,PHX @ LAC,W,0,0,-5
Terance Mann,LAC,06/26/2021,LAC vs. PHX,L,33,12,1
Reggie Jackson,LAC,06/26/2021,LAC vs. PHX,L,40,20,-1
Paul George,LAC,06/26/2021,LAC vs. PHX,L,42,23,-5
Patrick Beverley,LAC,06/26/2021,LAC vs. PHX,L,34,2,-9
Nicolas Batum,LAC,06/26/2021,LAC vs. PHX,L,16,3,3
Mikal Bridges,PHX,06/26/2021,PHX @ LAC,W,39,6,3
Marcus Morris Sr.,LAC,06/26/2021,LAC vs. PHX,L,22,4,-10
Luke Kennard,LAC,06/26/2021,LAC vs. PHX,L,13,2,5
Jae Crowder,PHX,06/26/2021,PHX @ LAC,W,34,3,4
Ivica Zubac,LAC,06/26/2021,LAC vs. PHX,L,40,13,-3
Devin Booker,PHX,06/26/2021,PHX @ LAC,W,38,25,5
Deandre Ayton,PHX,06/26/2021,PHX @ LAC,W,41,19,8
DeMarcus Cousins,LAC,06/26/2021,LAC vs. PHX,L,0,1,-1
Dario Saric,PHX,06/26/2021,PHX @ LAC,W,7,3,1
Chris Paul,PHX,06/26/2021,PHX @ LAC,W,38,18,3
Cameron Payne,PHX,06/26/2021,PHX @ LAC,W,20,5,4
Cameron Johnson,PHX,06/26/2021,PHX @ LAC,W,17,5,1
Abdel Nader,PHX,06/26/2021,PHX @ LAC,W,5,0,-4
Trae Young,ATL,06/25/2021,ATL @ MIL,L,28,15,-29
Tony Snell,ATL,06/25/2021,ATL @ MIL,L,9,2,2
Thanasis Antetokounmpo,MIL,06/25/2021,MIL vs. ATL,W,10,2,-2
Solomon Hill,ATL,06/25/2021,ATL @ MIL,L,18,1,-3
Skylar Mays,ATL,06/25/2021,ATL @ MIL,L,7,2,7
Sam Merrill,MIL,06/25/2021,MIL vs. ATL,W,4,2,-5
Pat Connaughton,MIL,06/25/2021,MIL vs. ATL,W,13,9,9
P.J. Tucker,MIL,06/25/2021,MIL vs. ATL,W,26,1,32
Onyeka Okongwu,ATL,06/25/2021,ATL @ MIL,L,13,4,-5
Nathan Knight,ATL,06/25/2021,ATL @ MIL,L,4,0,0
Mamadi Diakite,MIL,06/25/2021,MIL vs. ATL,W,9,5,-2
Lou Williams,ATL,06/25/2021,ATL @ MIL,L,13,5,-12
Kris Dunn,ATL,06/25/2021,ATL @ MIL,L,11,6,7
Khris Middleton,MIL,06/25/2021,MIL vs. ATL,W,28,15,42
Kevin Huerter,ATL,06/25/2021,ATL @ MIL,L,30,8,-31
Justin Jackson,MIL,06/25/2021,MIL vs. ATL,W,3,0,-3
Jrue Holiday,MIL,06/25/2021,MIL vs. ATL,W,32,22,34
Jordan Nwora,MIL,06/25/2021,MIL vs. ATL,W,12,3,-6
John Collins,ATL,06/25/2021,ATL @ MIL,L,24,11,-33
Jeff Teague,MIL,06/25/2021,MIL vs. ATL,W,8,7,-1
Giannis Antetokounmpo,MIL,06/25/2021,MIL vs. ATL,W,29,25,30
Elijah Bryant,MIL,06/25/2021,MIL vs. ATL,W,11,2,-7
Danilo Gallinari,ATL,06/25/2021,ATL @ MIL,L,16,12,-25
Clint Capela,ATL,06/25/2021,ATL @ MIL,L,25,2,-21
Cam Reddish,ATL,06/25/2021,ATL @ MIL,L,17,11,-11
Bryn Forbes,MIL,06/25/2021,MIL vs. ATL,W,13,8,10
Bruno Fernando,ATL,06/25/2021,ATL @ MIL,L,7,4,7
Brook Lopez,MIL,06/25/2021,MIL vs. ATL,W,23,16,31
Bogdan Bogdanovic,ATL,06/25/2021,ATL @ MIL,L,18,8,-23
Bobby Portis,MIL,06/25/2021,MIL vs. ATL,W,18,8,8
Yogi Ferrell,LAC,06/24/2021,LAC vs. PHX,W,2,0,-2
Torrey Craig,PHX,06/24/2021,PHX @ LAC,L,15,4,8
Terance Mann,LAC,06/24/2021,LAC vs. PHX,W,32,12,17
Reggie Jackson,LAC,06/24/2021,LAC vs. PHX,W,33,23,12
Rajon Rondo,LAC,06/24/2021,LAC vs. PHX,W,8,0,-8
Paul George,LAC,06/24/2021,LAC vs. PHX,W,43,27,23
Patrick Beverley,LAC,06/24/2021,LAC vs. PHX,W,27,8,24
Nicolas Batum,LAC,06/24/2021,LAC vs. PHX,W,15,4,-10
Mikal Bridges,PHX,06/24/2021,PHX @ LAC,L,26,13,-14
Marcus Morris Sr.,LAC,06/24/2021,LAC vs. PHX,W,24,8,-2
Luke Kennard,LAC,06/24/2021,LAC vs. PHX,W,21,9,-6
Jevon Carter,PHX,06/24/2021,PHX @ LAC,L,2,0,2
Jay Scrubb,LAC,06/24/2021,LAC vs. PHX,W,2,0,-2
Jalen Smith,PHX,06/24/2021,PHX @ LAC,L,2,0,2
Jae Crowder,PHX,06/24/2021,PHX @ LAC,L,29,9,-17
Ivica Zubac,LAC,06/24/2021,LAC vs. PHX,W,33,15,28
E'Twaun Moore,PHX,06/24/2021,PHX @ LAC,L,5,2,6
Devin Booker,PHX,06/24/2021,PHX @ LAC,L,40,15,-15
Deandre Ayton,PHX,06/24/2021,PHX @ LAC,L,36,18,-25
Dario Saric,PHX,06/24/2021,PHX @ LAC,L,12,2,11
Daniel Oturu,LAC,06/24/2021,LAC vs. PHX,W,2,0,-2
Chris Paul,PHX,06/24/2021,PHX @ LAC,L,39,15,-15
Cameron Payne,PHX,06/24/2021,PHX @ LAC,L,4,2,-5
Cameron Johnson,PHX,06/24/2021,PHX @ LAC,L,30,12,-8
Amir Coffey,LAC,06/24/2021,LAC vs. PHX,W,2,0,-2
Trae Young,ATL,06/23/2021,ATL @ MIL,W,41,48,10
Solomon Hill,ATL,06/23/2021,ATL @ MIL,W,20,4,-5
Pat Connaughton,MIL,06/23/2021,MIL vs. ATL,L,29,4,4
P.J. Tucker,MIL,06/23/2021,MIL vs. ATL,L,35,4,-2
Onyeka Okongwu,ATL,06/23/2021,ATL @ MIL,W,3,0,-6
Lou Williams,ATL,06/23/2021,ATL @ MIL,W,12,3,-12
Khris Middleton,MIL,06/23/2021,MIL vs. ATL,L,41,15,-13
Kevin Huerter,ATL,06/23/2021,ATL @ MIL,W,36,13,15
Jrue Holiday,MIL,06/23/2021,MIL vs. ATL,L,42,33,-3
John Collins,ATL,06/23/2021,ATL @ MIL,W,37,23,12
Jeff Teague,MIL,06/23/2021,MIL vs. ATL,L,6,0,1
Giannis Antetokounmpo,MIL,06/23/2021,MIL vs. ATL,L,41,34,4
Danilo Gallinari,ATL,06/23/2021,ATL @ MIL,W,25,9,-15
Clint Capela,ATL,06/23/2021,ATL @ MIL,W,38,12,8
Bryn Forbes,MIL,06/23/2021,MIL vs. ATL,L,12,5,8
Brook Lopez,MIL,06/23/2021,MIL vs. ATL,L,20,7,-14
Bogdan Bogdanovic,ATL,06/23/2021,ATL @ MIL,W,27,4,8
Bobby Portis,MIL,06/23/2021,MIL vs. ATL,L,15,11,0
Torrey Craig,PHX,06/22/2021,PHX vs. LAC,W,11,0,-2
Terance Mann,LAC,06/22/2021,LAC @ PHX,L,19,8,-3
Reggie Jackson,LAC,06/22/2021,LAC @ PHX,L,39,19,0
Rajon Rondo,LAC,06/22/2021,LAC @ PHX,L,17,8,2
Paul George,LAC,06/22/2021,LAC @ PHX,L,41,26,0
Patrick Beverley,LAC,06/22/2021,LAC @ PHX,L,26,6,-1
Nicolas Batum,LAC,06/22/2021,LAC @ PHX,L,16,3,-4
Mikal Bridges,PHX,06/22/2021,PHX vs. LAC,W,35,5,0
Marcus Morris Sr.,LAC,06/22/2021,LAC @ PHX,L,25,7,-5
Luke Kennard,LAC,06/22/2021,LAC @ PHX,L,19,10,8
Jae Crowder,PHX,06/22/2021,PHX vs. LAC,W,32,2,-2
Ivica Zubac,LAC,06/22/2021,LAC @ PHX,L,34,14,0
E'Twaun Moore,PHX,06/22/2021,PHX vs. LAC,W,11,2,-1
Devin Booker,PHX,06/22/2021,PHX vs. LAC,W,41,20,4
Deandre Ayton,PHX,06/22/2021,PHX vs. LAC,W,35,24,4
DeMarcus Cousins,LAC,06/22/2021,LAC @ PHX,L,4,2,-2
Dario Saric,PHX,06/22/2021,PHX vs. LAC,W,13,11,-1
Cameron Payne,PHX,06/22/2021,PHX vs. LAC,W,37,29,4
Cameron Johnson,PHX,06/22/2021,PHX vs. LAC,W,24,11,-1
Tyrese Maxey,PHI,06/20/2021,PHI vs. ATL,L,15,2,-7
Trae Young,ATL,06/20/2021,ATL @ PHI,W,43,21,7
Torrey Craig,PHX,06/20/2021,PHX vs. LAC,W,15,8,18
Tobias Harris,PHI,06/20/2021,PHI vs. ATL,L,45,24,-6
Terance Mann,LAC,06/20/2021,LAC @ PHX,L,27,9,7
Solomon Hill,ATL,06/20/2021,ATL @ PHI,W,5,0,5
Shake Milton,PHI,06/20/2021,PHI vs. ATL,L,5,2,6
Seth Curry,PHI,06/20/2021,PHI vs. ATL,L,31,16,-2
Reggie Jackson,LAC,06/20/2021,LAC @ PHX,L,39,24,4
Rajon Rondo,LAC,06/20/2021,LAC @ PHX,L,22,8,-14
