TEAM,DATE,MATCHUP,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
WAS,12/03/2018,WAS @ NYK,W,240,110,44,92,47.8,13,32,40.6,9,12,75,8,30,38,30,7,8,10,24,3
OKC,12/03/2018,OKC @ DET,W,241,110,43,85,50.6,7,25,28,17,20,85,6,46,52,23,10,8,17,24,27
TOR,12/03/2018,TOR vs. DEN,L,239,103,40,87,46,11,41,26.8,12,12,100,7,34,41,28,11,5,17,21,-3
MIN,12/03/2018,MIN vs. HOU,W,240,103,36,82,43.9,11,22,50,20,28,71.4,13,29,42,22,11,7,14,16,12
NYK,12/03/2018,NYK vs. WAS,L,239,107,37,90,41.1,12,34,35.3,21,28,75,19,36,55,20,4,5,16,14,-3
GSW,12/03/2018,GSW @ ATL,W,240,128,48,82,58.5,13,24,54.2,19,22,86.4,6,33,39,33,10,8,20,24,17
SAC,12/04/2018,SAC @ PHX,W,241,122,45,84,53.6,11,24,45.8,21,32,65.6,9,33,42,27,13,3,13,22,17
DAL,12/04/2018,DAL vs. POR,W,240,111,38,88,43.2,11,30,36.7,24,35,68.6,15,35,50,25,11,4,13,19,9
MIA,12/04/2018,MIA vs. ORL,L,240,90,38,91,41.8,12,35,34.3,2,5,40,16,31,47,19,7,11,15,19,-15
ORL,12/04/2018,ORL @ MIA,W,240,105,38,86,44.2,14,28,50,15,20,75,11,32,43,22,5,4,11,13,15
SAS,12/04/2018,SAS @ UTA,L,239,105,44,90,48.9,7,22,31.8,10,11,90.9,7,25,32,25,7,5,16,19,-34
POR,12/04/2018,POR @ DAL,L,242,102,38,84,45.2,7,24,29.2,19,23,82.6,11,37,48,20,7,6,18,29,-9
IND,12/04/2018,IND vs. CHI,W,239,96,35,76,46.1,6,22,27.3,20,24,83.3,6,39,45,22,10,6,18,13,6
PHX,12/04/2018,PHX vs. SAC,L,240,105,38,87,43.7,12,43,27.9,17,21,81,13,30,43,27,9,4,21,27,-17
UTA,12/04/2018,UTA vs. SAS,W,240,139,51,84,60.7,20,33,60.6,17,20,85,5,37,42,38,12,5,17,20,34
CHI,12/04/2018,CHI @ IND,L,239,90,37,94,39.4,11,31,35.5,5,5,100,12,32,44,26,8,2,18,23,-6
SAS,12/05/2018,SAS @ LAL,L,240,113,43,96,44.8,7,27,25.9,20,20,100,11,38,49,18,8,2,10,24,-8
MIN,12/05/2018,MIN vs. CHA,W,241,121,48,89,53.9,12,24,50,13,20,65,10,40,50,34,6,11,15,15,17
LAC,12/05/2018,LAC @ MEM,L,241,86,25,74,33.8,8,23,34.8,28,35,80,11,36,47,16,9,4,18,21,-10
BKN,12/05/2018,BKN vs. OKC,L,240,112,37,86,43,15,36,41.7,23,30,76.7,10,35,45,21,7,4,14,24,-2
NOP,12/05/2018,NOP vs. DAL,W,240,132,51,92,55.4,17,29,58.6,13,20,65,5,41,46,36,12,6,11,15,26
DEN,12/05/2018,DEN @ ORL,W,266,124,45,82,54.9,11,19,57.9,23,37,62.2,4,39,43,34,5,2,10,19,6
TOR,12/05/2018,TOR vs. PHI,W,240,113,43,100,43,8,29,27.6,19,22,86.4,17,36,53,25,12,3,11,13,11
CLE,12/05/2018,CLE vs. GSW,L,240,105,39,89,43.8,11,32,34.4,16,23,69.6,12,29,41,17,7,2,10,19,-17.4
GSW,12/05/2018,GSW @ CLE,W,240,129,45,85,52.9,18,34,52.9,21,24,87.5,9,37,46,29,6,5,8,17,17.6
ORL,12/05/2018,ORL vs. DEN,L,265,118,45,95,47.4,20,49,40.8,8,8,100,6,34,40,30,4,4,9,23,-6
DET,12/05/2018,DET @ MIL,L,240,92,35,95,36.8,9,38,23.7,13,19,68.4,12,39,51,19,6,1,20,26,-23
MEM,12/05/2018,MEM vs. LAC,W,240,96,37,85,43.5,7,28,25,15,24,62.5,11,38,49,18,9,6,15,27,10
WAS,12/05/2018,WAS @ ATL,W,240,131,46,95,48.4,12,38,31.6,27,32,84.4,12,37,49,35,9,4,15,24,14
DAL,12/05/2018,DAL @ NOP,L,240,106,39,91,42.9,14,46,30.4,14,21,66.7,11,34,45,26,7,4,18,17,-26
MIL,12/05/2018,MIL vs. DET,W,239,115,38,82,46.3,14,41,34.1,25,30,83.3,4,42,46,25,13,4,15,21,23
ATL,12/05/2018,ATL vs. WAS,L,240,117,41,92,44.6,12,38,31.6,23,31,74.2,8,35,43,28,13,4,17,27,-14
PHI,12/05/2018,PHI @ TOR,L,239,102,40,88,45.5,11,35,31.4,11,14,78.6,11,38,49,26,7,5,21,23,-11
LAL,12/05/2018,LAL vs. SAS,W,240,121,42,88,47.7,14,39,35.9,23,33,69.7,6,36,42,21,6,3,12,18,8
OKC,12/05/2018,OKC @ BKN,W,240,114,43,99,43.4,13,38,34.2,15,26,57.7,17,43,60,28,8,6,13,23,2
CHA,12/05/2018,CHA @ MIN,L,239,104,40,98,40.8,12,33,36.4,12,15,80,13,27,40,27,7,1,10,15,-17
POR,12/06/2018,POR vs. PHX,W,239,108,41,85,48.2,9,27,33.3,17,27,63,13,43,56,24,10,6,17,19,22
NYK,12/06/2018,NYK @ BOS,L,240,100,36,91,39.6,12,35,34.3,16,20,80,14,33,47,21,4,5,16,23,-28
BOS,12/06/2018,BOS vs. NYK,W,240,128,49,92,53.3,13,38,34.2,17,20,85,7,39,46,32,8,6,9,24,28
HOU,12/06/2018,HOU @ UTA,L,239,91,34,88,38.6,8,36,22.2,15,17,88.2,14,29,43,13,5,5,23,26,-27
UTA,12/06/2018,UTA vs. HOU,W,241,118,45,89,50.6,8,32,25,20,27,74.1,12,35,47,26,16,4,12,24,27
PHX,12/06/2018,PHX @ POR,L,240,86,35,91,38.5,5,27,18.5,11,14,78.6,11,30,41,20,11,2,16,21,-22
TOR,12/07/2018,TOR @ BKN,L,266,105,35,89,39.3,11,35,31.4,24,29,82.8,6,35,41,25,9,7,15,19,-1
OKC,12/07/2018,OKC @ CHI,L,240,112,43,94,45.7,10,28,35.7,16,24,66.7,14,37,51,25,12,6,22,22,-2
CHA,12/07/2018,CHA vs. DEN,W,239,113,33,86,38.4,13,35,37.1,34,38,89.5,13,35,48,20,8,9,9,20,6
ORL,12/07/2018,ORL vs. IND,L,240,90,36,89,40.4,8,33,24.2,10,13,76.9,9,38,47,20,3,7,14,18,-22
IND,12/07/2018,IND @ ORL,W,240,112,44,93,47.3,9,26,34.6,15,18,83.3,11,42,53,26,8,8,9,17,22
CLE,12/07/2018,CLE vs. SAC,L,242,110,43,81,53.1,10,26,38.5,14,19,73.7,7,28,35,20,4,0,16,17,-19
SAC,12/07/2018,SAC @ CLE,W,241,129,56,98,57.1,13,29,44.8,4,7,57.1,10,25,35,31,6,5,9,18,19
DEN,12/07/2018,DEN @ CHA,L,242,107,39,101,38.6,8,35,22.9,21,26,80.8,20,35,55,24,6,12,9,28,-6
GSW,12/07/2018,GSW @ MIL,W,241,105,40,89,44.9,19,46,41.3,6,7,85.7,6,37,43,32,7,6,17,20,10
BKN,12/07/2018,BKN vs. TOR,W,266,106,43,98,43.9,11,35,31.4,9,13,69.2,16,44,60,22,8,2,20,28,1
DET,12/07/2018,DET vs. PHI,L,241,111,37,89,41.6,7,28,25,30,37,81.1,17,32,49,22,10,3,16,24,-6
NOP,12/07/2018,NOP vs. MEM,L,239,103,38,84,45.2,7,29,24.1,20,24,83.3,10,32,42,25,5,5,18,25,-4
MIA,12/07/2018,MIA @ PHX,W,241,115,42,86,48.8,15,37,40.5,16,18,88.9,6,34,40,32,10,5,12,16,17
PHX,12/07/2018,PHX vs. MIA,L,241,98,36,79,45.6,14,34,41.2,12,16,75,4,38,42,27,7,4,20,21,-17
MEM,12/07/2018,MEM @ NOP,W,243,107,39,83,47,8,19,42.1,21,28,75,10,32,42,30,10,7,11,25,4
SAS,12/07/2018,SAS vs. LAL,W,241,133,46,91,50.5,13,31,41.9,28,33,84.8,9,39,48,27,4,7,10,18,13
MIL,12/07/2018,MIL vs. GSW,L,239,95,36,92,39.1,7,39,17.9,16,23,69.6,15,39,54,18,10,3,18,21,-10
PHI,12/07/2018,PHI @ DET,W,239,117,44,90,48.9,9,32,28.1,20,21,95.2,12,28,40,26,11,12,16,28,6
CHI,12/07/2018,CHI vs. OKC,W,239,114,43,82,52.4,12,25,48,16,23,69.6,5,34,39,25,15,6,20,26,2
LAL,12/07/2018,LAL @ SAS,L,240,120,46,100,46,11,36,30.6,17,21,81,10,33,43,24,8,1,8,24,-13
IND,12/08/2018,IND vs. SAC,W,239,107,40,92,43.5,8,30,26.7,19,22,86.4,15,37,52,26,7,8,15,17,10
MIA,12/08/2018,MIA @ LAC,W,239,121,40,92,43.5,13,39,33.3,28,39,71.8,14,43,57,27,9,6,11,24,23
POR,12/08/2018,POR vs. MIN,W,241,113,39,83,47,10,33,30.3,25,30,83.3,14,39,53,23,10,9,19,20,8
BKN,12/08/2018,BKN @ NYK,W,241,112,43,88,48.9,11,22,50,15,25,60,12,33,45,27,5,5,12,25,8
SAC,12/08/2018,SAC @ IND,L,239,97,38,90,42.2,9,32,28.1,12,15,80,12,31,43,24,9,8,13,21,-10
CHI,12/08/2018,CHI vs. BOS,L,241,77,31,81,38.3,6,24,25,9,14,64.3,8,29,37,16,3,2,15,17,-56
HOU,12/08/2018,HOU @ DAL,L,240,104,39,86,45.3,15,47,31.9,11,13,84.6,10,26,36,20,5,3,12,19,-3
WAS,12/08/2018,WAS @ CLE,L,239,101,38,86,44.2,14,38,36.8,11,16,68.8,8,25,33,26,3,3,8,12,-15
DEN,12/08/2018,DEN @ ATL,L,239,98,36,97,37.1,9,36,25,17,21,81,11,37,48,28,11,4,15,16,-8
LAC,12/08/2018,LAC vs. MIA,L,240,98,33,89,37.1,7,29,24.1,25,31,80.6,13,36,49,16,5,8,16,26,-23
MIN,12/08/2018,MIN @ POR,L,241,105,40,91,44,7,16,43.8,18,22,81.8,10,30,40,25,12,7,12,23,-8
MEM,12/08/2018,MEM vs. LAL,L,241,88,34,84,40.5,6,30,20,14,18,77.8,9,27,36,17,13,7,15,19,-23
CLE,12/08/2018,CLE vs. WAS,W,239,116,47,89,52.8,15,31,48.4,7,10,70,12,37,49,26,5,5,7,20,15
DAL,12/08/2018,DAL vs. HOU,W,239,107,41,83,49.4,12,30,40,13,16,81.3,14,30,44,21,9,3,15,14,3
BOS,12/08/2018,BOS @ CHI,W,238,133,50,93,53.8,22,43,51.2,11,15,73.3,13,41,54,34,10,4,7,14,56
LAL,12/08/2018,LAL @ MEM,W,239,111,43,97,44.3,16,40,40,9,12,75,19,38,57,27,11,6,18,22,23
ATL,12/08/2018,ATL vs. DEN,W,240,106,40,93,43,15,42,35.7,11,16,68.8,9,42,51,33,9,11,18,23,8
NYK,12/08/2018,NYK vs. BKN,L,240,104,39,83,47,8,26,30.8,18,30,60,9,31,40,22,8,2,12,18,-8
SAS,12/09/2018,SAS vs. UTA,W,239,110,47,89,52.8,5,14,35.7,11,12,91.7,10,36,46,26,7,7,11,15,13
UTA,12/09/2018,UTA @ SAS,L,239,97,37,85,43.5,9,29,31,14,19,73.7,9,29,38,23,8,4,14,15,-13
TOR,12/09/2018,TOR vs. MIL,L,238,99,39,94,41.5,15,44,34.1,6,7,85.7,11,34,45,24,6,11,11,21,-5
CHA,12/09/2018,CHA @ NYK,W,241,119,42,87,48.3,12,34,35.3,23,27,85.2,6,36,42,19,11,4,12,17,12
NOP,12/09/2018,NOP @ DET,W,239,116,42,79,53.2,12,30,40,20,23,87,8,39,47,27,5,8,18,19,8
NYK,12/09/2018,NYK vs. CHA,L,240,107,44,93,47.3,13,26,50,6,7,85.7,8,33,41,28,5,2,17,25,-12
DET,12/09/2018,DET vs. NOP,L,242,108,43,98,43.9,9,29,31,13,24,54.2,17,30,47,28,8,5,10,22,-8
MIL,12/09/2018,MIL @ TOR,W,241,104,36,87,41.4,15,39,38.5,17,20,85,9,36,45,22,6,7,11,13,5
MEM,12/10/2018,MEM @ DEN,L,241,99,37,74,50,9,27,33.3,16,17,94.1,6,28,34,22,7,4,14,19,-6
WAS,12/10/2018,WAS @ IND,L,240,101,37,88,42,10,30,33.3,17,24,70.8,6,28,34,22,13,3,12,22,-8
DAL,12/10/2018,DAL vs. ORL,W,241,101,35,82,42.7,10,35,28.6,21,25,84,9,43,52,28,7,4,12,11,25
MIA,12/10/2018,MIA @ LAL,L,241,105,42,94,44.7,11,34,32.4,10,13,76.9,14,36,50,29,9,7,17,19,-3
ORL,12/10/2018,ORL @ DAL,L,240,76,32,89,36,8,28,28.6,4,5,80,7,35,42,18,8,2,15,18,-25
MIN,12/10/2018,MIN @ GSW,L,240,108,38,83,45.8,7,25,28,25,31,80.6,9,33,42,28,5,6,16,18,-8
MIL,12/10/2018,MIL vs. CLE,W,240,108,42,96,43.8,15,36,41.7,9,11,81.8,12,46,58,22,4,4,14,24,16
NOP,12/10/2018,NOP @ BOS,L,239,100,39,87,44.8,8,26,30.8,14,19,73.7,6,33,39,28,11,1,13,19,-13
PHX,12/10/2018,PHX vs. LAC,L,266,119,47,94,50,9,25,36,16,20,80,10,30,40,31,14,8,15,29,-4
LAC,12/10/2018,LAC @ PHX,W,265,123,45,85,52.9,7,21,33.3,26,33,78.8,10,32,42,27,8,4,18,21,4
DET,12/10/2018,DET @ PHI,L,241,102,41,84,48.8,9,21,42.9,11,21,52.4,10,36,46,23,5,5,15,24,-14
UTA,12/10/2018,UTA @ OKC,L,240,113,43,84,51.2,8,29,27.6,19,30,63.3,11,34,45,30,11,4,20,28,-9
PHI,12/10/2018,PHI vs. DET,W,241,116,39,88,44.3,15,37,40.5,23,35,65.7,16,32,48,27,9,5,13,19,14
DEN,12/10/2018,DEN vs. MEM,W,238,105,39,77,50.6,9,28,32.1,18,23,78.3,11,29,40,22,11,6,13,17,6
IND,12/10/2018,IND vs. WAS,W,241,109,41,76,53.9,10,20,50,17,22,77.3,7,43,50,29,7,7,23,25,8
OKC,12/10/2018,OKC vs. UTA,W,239,122,43,85,50.6,8,21,38.1,28,39,71.8,12,31,43,25,12,2,17,26,9
CLE,12/10/2018,CLE @ MIL,L,240,92,36,96,37.5,10,30,33.3,10,15,66.7,8,38,46,24,5,2,9,15,-16
LAL,12/10/2018,LAL vs. MIA,W,242,108,41,90,45.6,14,32,43.8,12,20,60,12,34,46,24,9,7,12,10,3
SAC,12/10/2018,SAC @ CHI,W,239,108,40,88,45.5,16,37,43.2,12,15,80,10,32,42,28,16,4,16,15,19
BOS,12/10/2018,BOS vs. NOP,W,241,113,44,90,48.9,12,39,30.8,13,19,68.4,14,37,51,23,8,5,13,21,13
CHI,12/10/2018,CHI vs. SAC,L,240,89,34,76,44.7,8,28,28.6,13,13,100,7,33,40,16,10,3,27,17,-19
GSW,12/10/2018,GSW vs. MIN,W,239,116,39,93,41.9,19,43,44.2,19,21,90.5,14,35,49,25,6,5,16,26,8
POR,12/11/2018,POR @ HOU,L,241,104,38,87,43.7,10,25,40,18,21,85.7,13,31,44,20,1,4,14,17,-7
SAS,12/11/2018,SAS vs. PHX,W,239,111,41,83,49.4,13,21,61.9,16,19,84.2,8,38,46,28,7,2,15,15,25
PHX,12/11/2018,PHX @ SAS,L,240,86,33,82,40.2,8,28,28.6,12,14,85.7,8,32,40,19,7,5,17,22,-25
TOR,12/11/2018,TOR @ LAC,W,240,123,50,96,52.1,14,29,48.3,9,12,75,10,33,43,34,8,6,7,22,24
LAC,12/11/2018,LAC vs. TOR,L,241,99,38,86,44.2,7,25,28,16,19,84.2,12,32,44,25,2,5,15,16,-24
HOU,12/11/2018,HOU vs. POR,W,240,111,42,85,49.4,9,29,31,18,27,66.7,12,30,42,22,9,5,7,21,7
TOR,12/12/2018,TOR @ GSW,W,241,113,44,91,48.4,9,28,32.1,16,19,84.2,10,38,48,27,12,3,11,17,20
UTA,12/12/2018,UTA vs. MIA,W,239,111,40,76,52.6,16,32,50,15,21,71.4,7,45,52,29,6,4,17,19,27
NOP,12/12/2018,NOP vs. OKC,W,241,118,45,97,46.4,4,18,22.2,24,30,80,17,39,56,29,14,3,17,27,4
CHA,12/12/2018,CHA vs. DET,W,242,108,35,85,41.2,9,28,32.1,29,37,78.4,6,36,42,21,7,5,7,17,-3
ATL,12/12/2018,ATL @ DAL,L,240,107,43,93,46.2,11,33,33.3,10,14,71.4,16,28,44,21,7,2,21,30,-7
MIL,12/12/2018,MIL @ IND,L,238,97,38,91,41.8,11,43,25.6,10,15,66.7,9,34,43,22,6,6,12,18,-16
MIN,12/12/2018,MIN @ SAC,L,240,130,50,93,53.8,9,22,40.9,21,27,77.8,12,27,39,30,4,4,11,24,-11
MIA,12/12/2018,MIA @ UTA,L,240,84,29,77,37.7,12,33,36.4,14,24,58.3,2,28,30,16,10,2,13,22,-27
GSW,12/12/2018,GSW vs. TOR,L,239,93,39,82,47.6,6,26,23.1,9,13,69.2,5,35,40,28,5,11,19,18,-20
WAS,12/12/2018,WAS vs. BOS,L,265,125,46,91,50.5,12,33,36.4,21,29,72.4,8,33,41,25,7,4,15,27,-0.6
BKN,12/12/2018,BKN @ PHI,W,240,127,38,74,51.4,14,28,50,37,43,86,7,30,37,20,10,1,16,23,3
DAL,12/12/2018,DAL vs. ATL,W,241,114,35,75,46.7,12,34,35.3,32,43,74.4,4,32,36,22,13,5,14,16,7
PHI,12/12/2018,PHI vs. BKN,L,240,124,50,91,54.9,12,28,42.9,12,16,75,10,27,37,31,11,3,17,30,-3
MEM,12/12/2018,MEM vs. POR,W,240,92,34,82,41.5,8,24,33.3,16,24,66.7,9,42,51,19,9,10,12,22,9
IND,12/12/2018,IND vs. MIL,W,238,113,43,91,47.3,12,30,40,15,20,75,14,40,54,31,7,4,16,13,16
SAC,12/12/2018,SAC vs. MIN,W,240,141,50,86,58.1,19,38,50,22,32,68.8,9,29,38,34,3,6,10,21,11
CLE,12/12/2018,CLE vs. NYK,W,241,113,43,91,47.3,10,34,29.4,17,21,81,12,39,51,19,7,4,12,18,7
POR,12/12/2018,POR @ MEM,L,241,83,32,87,36.8,6,22,27.3,13,16,81.3,4,40,44,15,11,9,14,19,-9
DET,12/12/2018,DET @ CHA,L,240,107,40,86,46.5,13,34,38.2,14,21,66.7,10,39,49,23,4,10,14,26,3.8
BOS,12/12/2018,BOS @ WAS,W,265,130,47,104,45.2,11,38,28.9,25,25,100,14,36,50,20,6,2,13,19,1
NYK,12/12/2018,NYK @ CLE,L,241,106,41,94,43.6,11,27,40.7,13,14,92.9,9,34,43,21,7,7,12,18,-7
OKC,12/12/2018,OKC @ NOP,L,239,114,42,87,48.3,13,43,30.2,17,27,63,9,30,39,23,10,6,18,27,-4
LAC,12/13/2018,LAC @ SAS,L,240,87,30,84,35.7,10,31,32.3,17,24,70.8,13,29,42,21,4,1,17,18,-38
PHX,12/13/2018,PHX vs. DAL,W,239,99,37,92,40.2,10,27,37,15,18,83.3,12,28,40,20,15,5,13,27,10
ORL,12/13/2018,ORL vs. CHI,W,239,97,34,82,41.5,11,33,33.3,18,23,78.3,9,34,43,23,8,6,16,16,6
SAS,12/13/2018,SAS vs. LAC,W,241,125,48,83,57.8,10,22,45.5,19,24,79.2,8,39,47,25,10,7,11,20,38
DAL,12/13/2018,DAL @ PHX,L,240,89,31,78,39.7,5,33,15.2,22,33,66.7,14,39,53,14,7,4,23,19,-10
LAL,12/13/2018,LAL @ HOU,L,240,111,43,80,53.8,10,32,31.3,15,27,55.6,7,24,31,23,9,5,12,21,-15
CHI,12/13/2018,CHI @ ORL,L,240,91,34,71,47.9,10,18,55.6,13,20,65,1,32,33,18,10,4,18,23,-6
HOU,12/13/2018,HOU vs. LAL,W,239,126,42,85,49.4,15,34,44.1,27,32,84.4,15,28,43,24,8,2,13,24,15
BOS,12/14/2018,BOS vs. ATL,W,241,129,46,95,48.4,19,39,48.7,18,20,90,13,34,47,28,15,9,21,21,21
CLE,12/14/2018,CLE vs. MIL,L,241,102,35,87,40.2,13,36,36.1,19,21,90.5,13,37,50,24,7,2,15,24,-12
DEN,12/14/2018,DEN vs. OKC,W,241,109,42,83,50.6,11,34,32.4,14,15,93.3,12,36,48,29,8,6,20,24,11
IND,12/14/2018,IND @ PHI,W,240,113,42,95,44.2,8,20,40,21,24,87.5,11,36,47,33,7,2,7,22,12
MIL,12/14/2018,MIL @ CLE,W,240,114,40,94,42.6,12,41,29.3,22,28,78.6,14,39,53,26,9,6,9,17,12
SAC,12/14/2018,SAC vs. GSW,L,241,125,45,96,46.9,15,44,34.1,20,25,80,7,35,42,33,6,3,13,28,-5
ATL,12/14/2018,ATL @ BOS,L,240,108,36,86,41.9,16,38,42.1,20,32,62.5,16,28,44,27,10,5,24,19,-21
GSW,12/14/2018,GSW @ SAC,W,241,130,44,96,45.8,15,40,37.5,27,36,75,15,45,60,32,5,0,18,23,5
OKC,12/14/2018,OKC @ DEN,L,242,98,37,90,41.1,7,19,36.8,17,29,58.6,19,24,43,14,9,4,13,17,-11
MEM,12/14/2018,MEM vs. MIA,L,242,97,35,83,42.2,8,29,27.6,19,25,76,10,24,34,21,9,5,7,18,-3
NYK,12/14/2018,NYK @ CHA,W,266,126,47,98,48,12,34,35.3,20,31,64.5,9,37,46,27,11,8,10,16,2
POR,12/14/2018,POR vs. TOR,W,240,128,48,94,51.1,13,27,48.1,19,21,90.5,12,26,38,29,10,4,8,15,6
MIA,12/14/2018,MIA @ MEM,W,239,100,36,82,43.9,15,39,38.5,13,18,72.2,14,36,50,30,3,8,16,20,3
BKN,12/14/2018,BKN vs. WAS,W,241,125,44,84,52.4,11,31,35.5,26,31,83.9,9,36,45,34,5,3,9,17,7
WAS,12/14/2018,WAS @ BKN,L,239,118,49,90,54.4,11,29,37.9,9,16,56.3,4,22,26,30,3,3,9,24,-7
TOR,12/14/2018,TOR @ POR,L,241,122,43,78,55.1,18,31,58.1,18,21,85.7,6,31,37,20,4,4,16,21,-6
PHI,12/14/2018,PHI vs. IND,L,239,101,36,88,40.9,9,36,25,20,27,74.1,17,32,49,17,5,5,16,21,-12
CHA,12/14/2018,CHA vs. NYK,L,266,124,48,102,47.1,20,48,41.7,8,10,80,9,42,51,38,7,5,16,23,-2
BOS,12/15/2018,BOS @ DET,L,240,104,39,94,41.5,9,33,27.3,17,23,73.9,12,32,44,19,11,4,14,25,-9
SAS,12/15/2018,SAS vs. CHI,L,240,93,32,73,43.8,7,21,33.3,22,26,84.6,7,34,41,18,3,5,15,18,-5
MIN,12/15/2018,MIN @ PHX,L,239,99,39,96,40.6,7,35,20,14,19,73.7,11,30,41,26,10,4,11,19,-8
LAC,12/15/2018,LAC @ OKC,L,239,104,38,75,50.7,13,25,52,15,22,68.2,6,38,44,18,7,4,26,22,-6
OKC,12/15/2018,OKC vs. LAC,W,239,110,42,90,46.7,9,22,40.9,17,24,70.8,9,31,40,26,13,7,11,20,6
CHA,12/15/2018,CHA vs. LAL,L,238,100,39,92,42.4,7,29,24.1,15,18,83.3,9,29,38,22,3,6,18,19,-28
LAL,12/15/2018,LAL @ CHA,W,240,128,49,92,53.3,14,34,41.2,16,24,66.7,10,42,52,34,12,6,15,20,28
CHI,12/15/2018,CHI @ SAS,W,240,98,37,86,43,6,29,20.7,18,21,85.7,8,32,40,16,12,8,7,20,5
UTA,12/15/2018,UTA @ ORL,L,240,89,28,89,31.5,7,29,24.1,26,28,92.9,11,31,42,17,13,4,10,19,-7
DET,12/15/2018,DET vs. BOS,W,240,113,39,80,48.8,10,30,33.3,25,35,71.4,10,38,48,25,10,7,18,21,9
HOU,12/15/2018,HOU @ MEM,W,240,105,35,73,47.9,13,37,35.1,22,25,88,6,30,36,23,5,2,12,22,8
ORL,12/15/2018,ORL vs. UTA,W,240,96,34,72,47.2,11,24,45.8,17,20,85,4,44,48,18,7,10,22,27,7
MEM,12/15/2018,MEM vs. HOU,L,240,97,40,75,53.3,5,23,21.7,12,17,70.6,6,29,35,20,8,6,14,22,-8
PHX,12/15/2018,PHX vs. MIN,W,242,107,41,90,45.6,9,28,32.1,16,20,80,11,40,51,30,6,7,15,22,8
SAC,12/16/2018,SAC @ DAL,W,241,120,46,98,46.9,9,31,29,19,21,90.5,11,36,47,20,6,7,9,26,7
NYK,12/16/2018,NYK @ IND,L,238,99,37,89,41.6,10,32,31.3,15,22,68.2,13,31,44,21,7,1,15,19,-11
TOR,12/16/2018,TOR @ DEN,L,241,86,35,88,39.8,7,35,20,9,14,64.3,13,38,51,13,5,4,11,16,-9
NOP,12/16/2018,NOP vs. MIA,L,240,96,35,86,40.7,13,36,36.1,13,17,76.5,11,27,38,26,12,5,10,22,-6
DAL,12/16/2018,DAL vs. SAC,L,240,113,40,96,41.7,9,35,25.7,24,31,77.4,16,37,53,22,6,5,14,18,-7
MIA,12/16/2018,MIA @ NOP,W,240,102,38,91,41.8,10,35,28.6,16,23,69.6,22,35,57,22,6,4,18,21,6
BKN,12/16/2018,BKN vs. ATL,W,239,144,49,88,55.7,16,40,40,30,33,90.9,10,29,39,34,12,3,13,21,17
LAL,12/16/2018,LAL @ WAS,L,242,110,44,91,48.4,11,36,30.6,11,18,61.1,8,35,43,24,10,6,22,13,-18
ATL,12/16/2018,ATL @ BKN,L,241,127,47,85,55.3,14,29,48.3,19,25,76,8,25,33,38,9,5,14,22,-17
WAS,12/16/2018,WAS vs. LAL,W,240,128,54,106,50.9,13,31,41.9,7,10,70,15,36,51,30,14,5,17,13,18
PHI,12/16/2018,PHI @ CLE,W,240,128,51,91,56,11,27,40.7,15,20,75,12,36,48,32,5,9,10,18,23
IND,12/16/2018,IND vs. NYK,W,240,110,40,87,46,12,34,35.3,18,23,78.3,11,34,45,28,9,4,13,18,11
CLE,12/16/2018,CLE vs. PHI,L,241,105,41,88,46.6,12,30,40,11,17,64.7,6,27,33,28,8,0,12,20,-23
DEN,12/16/2018,DEN vs. TOR,W,240,95,36,85,42.4,10,30,33.3,13,16,81.3,10,34,44,21,7,4,8,14,9
HOU,12/17/2018,HOU vs. UTA,W,241,102,32,86,37.2,12,37,32.4,26,31,83.9,9,30,39,16,13,7,17,24,7.4
SAS,12/17/2018,SAS vs. PHI,W,240,123,49,87,56.3,9,23,39.1,16,17,94.1,4,41,45,28,5,9,6,14,27
PHX,12/17/2018,PHX @ NYK,W,240,128,48,92,52.2,9,27,33.3,23,27,85.2,4,40,44,27,8,5,7,20,18
MEM,12/17/2018,MEM @ GSW,L,239,93,36,79,45.6,7,25,28,14,18,77.8,2,39,41,24,6,4,16,23,-17
PHI,12/17/2018,PHI @ SAS,L,239,96,40,98,40.8,11,37,29.7,5,7,71.4,12,29,41,29,3,5,10,15,-27
POR,12/17/2018,POR @ LAC,W,242,131,47,86,54.7,10,20,50,27,31,87.1,6,27,33,26,5,4,11,32,4
OKC,12/17/2018,OKC vs. CHI,W,242,121,43,89,48.3,8,21,38.1,27,33,81.8,17,32,49,24,14,2,19,21,25
MIL,12/17/2018,MIL @ DET,W,241,107,44,88,50,9,25,36,10,15,66.7,5,32,37,33,8,10,10,19,3
SAC,12/17/2018,SAC @ MIN,L,241,105,38,90,42.2,14,38,36.8,15,23,65.2,6,32,38,20,5,4,15,27,-27
MIN,12/17/2018,MIN vs. SAC,W,241,132,48,96,50,10,27,37,26,30,86.7,11,47,58,37,10,7,11,24,27
DET,12/17/2018,DET vs. MIL,L,240,104,39,88,44.3,14,35,40,12,15,80,10,35,45,25,3,2,16,20,-3
GSW,12/17/2018,GSW vs. MEM,W,240,110,37,85,43.5,12,31,38.7,24,27,88.9,6,36,42,23,10,5,10,19,17
UTA,12/17/2018,UTA @ HOU,L,239,97,32,82,39,10,35,28.6,23,31,74.2,11,41,52,23,9,4,23,25,-5.8
