TEAM,DATE,MATCHUP,W/L,MIN,PTS,+/-
SAS,02/27/2021,SAS vs. NOP,W,239,117,3
NOP,02/27/2021,NOP @ SAS,L,240,114,-3
DEN,02/27/2021,DEN @ OKC,W,241,126,30
OKC,02/27/2021,OKC vs. DEN,L,241,96,-30
IND,02/27/2021,IND @ NYK,L,238,107,-3
NYK,02/27/2021,NYK vs. IND,W,239,110,3
CLE,02/27/2021,CLE @ PHI,W,264,112,3
PHI,02/27/2021,PHI vs. CLE,L,266,109,-3
DAL,02/27/2021,DAL @ BKN,W,241,115,17
BKN,02/27/2021,BKN vs. DAL,L,240,98,-17
UTA,02/27/2021,UTA @ ORL,W,238,124,15
ORL,02/27/2021,ORL vs. UTA,L,241,109,-15
MIN,02/27/2021,MIN @ WAS,L,240,112,-16
WAS,02/27/2021,WAS vs. MIN,W,239,128,16
MIN,02/28/2021,MIN vs. PHX,L,238,99,-19
PHX,02/28/2021,PHX @ MIN,W,240,118,19
BOS,02/28/2021,BOS vs. WAS,W,242,111,1
WAS,02/28/2021,WAS @ BOS,L,240,110,-1
SAC,02/28/2021,SAC vs. CHA,L,241,126,-1
CHA,02/28/2021,CHA @ SAC,W,241,127,1
DET,02/28/2021,DET vs. NYK,L,240,90,-19
NYK,02/28/2021,NYK @ DET,W,241,109,19
ATL,02/28/2021,ATL @ MIA,L,240,99,-10
MIA,02/28/2021,MIA vs. ATL,W,239,109,10
LAL,02/28/2021,LAL vs. GSW,W,238,117,26
GSW,02/28/2021,GSW @ LAL,L,240,91,-26
HOU,02/28/2021,HOU vs. MEM,L,242,84,-49
MEM,02/28/2021,MEM @ HOU,W,241,133,49
MIL,02/28/2021,MIL vs. LAC,W,240,105,5
LAC,02/28/2021,LAC @ MIL,L,240,100,-5
NOP,03/01/2021,NOP vs. UTA,W,239,129,5
UTA,03/01/2021,UTA @ NOP,L,239,124,-5
ORL,03/01/2021,ORL vs. DAL,L,240,124,-6
DAL,03/01/2021,DAL @ ORL,W,240,130,6
BKN,03/01/2021,BKN @ SAS,W,264,124,11
SAS,03/01/2021,SAS vs. BKN,L,264,113,-11
CHI,03/01/2021,CHI vs. DEN,L,240,112,-6
DEN,03/01/2021,DEN @ CHI,W,239,118,6
CHA,03/01/2021,CHA @ POR,L,240,111,-12
POR,03/01/2021,POR vs. CHA,W,239,123,12
PHI,03/01/2021,PHI vs. IND,W,241,130,16
IND,03/01/2021,IND @ PHI,L,240,114,-16
CLE,03/01/2021,CLE @ HOU,W,240,101,11
HOU,03/01/2021,HOU vs. CLE,L,241,90,-11
DEN,03/02/2021,DEN @ MIL,W,240,128,31
MIL,03/02/2021,MIL vs. DEN,L,240,97,-31
WAS,03/02/2021,WAS vs. MEM,L,239,111,-14
MEM,03/02/2021,MEM @ WAS,W,240,125,14
MIA,03/02/2021,MIA vs. ATL,L,240,80,-14
ATL,03/02/2021,ATL @ MIA,W,240,94,14
LAC,03/02/2021,LAC @ BOS,L,240,112,-5
BOS,03/02/2021,BOS vs. LAC,W,240,117,5
LAL,03/02/2021,LAL vs. PHX,L,240,104,-10
PHX,03/02/2021,PHX @ LAL,W,240,114,10
NYK,03/02/2021,NYK @ SAS,L,240,93,-26
SAS,03/02/2021,SAS vs. NYK,W,240,119,26
ORL,03/03/2021,ORL vs. ATL,L,240,112,-3
ATL,03/03/2021,ATL @ ORL,W,240,115,3
POR,03/03/2021,POR vs. GSW,W,240,108,2
GSW,03/03/2021,GSW @ POR,L,241,106,-2
NOP,03/03/2021,NOP vs. CHI,L,240,124,-4
CHI,03/03/2021,CHI @ NOP,W,241,128,4
DAL,03/03/2021,DAL vs. OKC,W,239,87,9
OKC,03/03/2021,OKC @ DAL,L,241,78,-9
SAC,03/03/2021,SAC vs. LAL,W,239,123,3
LAL,03/03/2021,LAL @ SAC,L,240,120,-3
UTA,03/03/2021,UTA @ PHI,L,263,123,-8
PHI,03/03/2021,PHI vs. UTA,W,264,131,8
HOU,03/03/2021,HOU vs. BKN,L,240,114,-18
BKN,03/03/2021,BKN @ HOU,W,239,132,18
CHA,03/03/2021,CHA @ MIN,W,240,135,33
MIN,03/03/2021,MIN vs. CHA,L,240,102,-33
DET,03/03/2021,DET @ TOR,W,239,129,24
TOR,03/03/2021,TOR vs. DET,L,240,105,-24
CLE,03/03/2021,CLE vs. IND,L,239,111,-3
IND,03/03/2021,IND @ CLE,W,239,114,3
NYK,03/04/2021,NYK vs. DET,W,241,114,10
DET,03/04/2021,DET @ NYK,L,241,104,-10
OKC,03/04/2021,OKC @ SAS,W,239,107,5
SAS,03/04/2021,SAS vs. OKC,L,241,102,-5
IND,03/04/2021,IND vs. DEN,L,240,103,-10
DEN,03/04/2021,DEN @ IND,W,241,113,10
MIL,03/04/2021,MIL @ MEM,W,240,112,1
MEM,03/04/2021,MEM vs. MIL,L,240,111,-1
BOS,03/04/2021,BOS vs. TOR,W,239,132,7
TOR,03/04/2021,TOR @ BOS,L,241,125,-7
PHX,03/04/2021,PHX vs. GSW,W,240,120,22
GSW,03/04/2021,GSW @ PHX,L,239,98,-22
POR,03/04/2021,POR vs. SAC,W,240,123,4
SAC,03/04/2021,SAC @ POR,L,241,119,-4
LAC,03/04/2021,LAC @ WAS,L,240,117,-2
WAS,03/04/2021,WAS vs. LAC,W,240,119,2
MIA,03/04/2021,MIA @ NOP,W,238,103,10
NOP,03/04/2021,NOP vs. MIA,L,239,93,-10
LBN,03/07/2021,LBN @ DRT,W,240,170,20
DRT,03/07/2021,DRT vs. LBN,L,240,150,-20
DAL,03/10/2021,DAL vs. SAS,W,240,115,11
SAS,03/10/2021,SAS @ DAL,L,241,104,-11
WAS,03/10/2021,WAS @ MEM,L,239,112,-15
MEM,03/10/2021,MEM vs. WAS,W,240,127,15
CHA,03/11/2021,CHA vs. DET,W,238,105,3
DET,03/11/2021,DET @ CHA,L,241,102,-3
PHI,03/11/2021,PHI @ CHI,W,239,127,22
CHI,03/11/2021,CHI vs. PHI,L,242,105,-22
HOU,03/11/2021,HOU @ SAC,L,239,105,-20
SAC,03/11/2021,SAC vs. HOU,W,240,125,20
NYK,03/11/2021,NYK @ MIL,L,241,101,-33
MIL,03/11/2021,MIL vs. NYK,W,238,134,33
GSW,03/11/2021,GSW @ LAC,L,240,104,-26
LAC,03/11/2021,LAC vs. GSW,W,240,130,26
ATL,03/11/2021,ATL @ TOR,W,240,121,1
TOR,03/11/2021,TOR vs. ATL,L,240,120,-1
PHX,03/11/2021,PHX @ POR,W,241,127,6
POR,03/11/2021,POR vs. PHX,L,239,121,-6
BKN,03/11/2021,BKN vs. BOS,W,241,121,12
BOS,03/11/2021,BOS @ BKN,L,239,109,-12
OKC,03/11/2021,OKC vs. DAL,W,241,116,8
DAL,03/11/2021,DAL @ OKC,L,240,108,-8
MIA,03/11/2021,MIA vs. ORL,W,241,111,8
ORL,03/11/2021,ORL @ MIA,L,241,103,-8
MIN,03/11/2021,MIN @ NOP,W,240,135,30
NOP,03/11/2021,NOP vs. MIN,L,241,105,-30
HOU,03/12/2021,HOU @ UTA,L,240,99,-15
UTA,03/12/2021,UTA vs. HOU,W,241,114,15
MIA,03/12/2021,MIA @ CHI,W,240,101,11
CHI,03/12/2021,CHI vs. MIA,L,240,90,-11
MEM,03/12/2021,MEM vs. DEN,L,241,102,-1
DEN,03/12/2021,DEN @ MEM,W,241,103,1
PHI,03/12/2021,PHI @ WAS,W,239,127,26
WAS,03/12/2021,WAS vs. PHI,L,239,101,-26
LAL,03/12/2021,LAL vs. IND,W,239,105,5
IND,03/12/2021,IND @ LAL,L,241,100,-5
CLE,03/12/2021,CLE @ NOP,L,240,82,-34
NOP,03/12/2021,NOP vs. CLE,W,241,116,34
SAS,03/12/2021,SAS vs. ORL,W,240,104,27
ORL,03/12/2021,ORL @ SAS,L,240,77,-27
OKC,03/13/2021,OKC vs. NYK,L,240,97,-22
NYK,03/13/2021,NYK @ OKC,W,240,119,22
DEN,03/13/2021,DEN vs. DAL,L,239,103,-13
DAL,03/13/2021,DAL @ DEN,W,240,116,13
POR,03/13/2021,POR @ MIN,W,241,125,4
MIN,03/13/2021,MIN vs. POR,L,239,121,-4
CHA,03/13/2021,CHA vs. TOR,W,240,114,10
TOR,03/13/2021,TOR @ CHA,L,238,104,-10
SAC,03/13/2021,SAC @ ATL,L,239,106,-15
ATL,03/13/2021,ATL vs. SAC,W,240,121,15
WAS,03/13/2021,WAS vs. MIL,L,240,119,-6
MIL,03/13/2021,MIL @ WAS,W,239,125,6
IND,03/13/2021,IND @ PHX,W,240,122,11
PHX,03/13/2021,PHX vs. IND,L,240,111,-11
BKN,03/13/2021,BKN vs. DET,W,240,100,5
DET,03/13/2021,DET @ BKN,L,240,95,-5
MEM,03/14/2021,MEM @ OKC,L,241,122,-6
OKC,03/14/2021,OKC vs. MEM,W,239,128,6
ORL,03/14/2021,ORL vs. MIA,L,241,97,-5
MIA,03/14/2021,MIA @ ORL,W,238,102,5
POR,03/14/2021,POR @ MIN,L,241,112,-2
MIN,03/14/2021,MIN vs. POR,W,241,114,2
HOU,03/14/2021,HOU vs. BOS,L,240,107,-27
BOS,03/14/2021,BOS @ HOU,W,240,134,27
CLE,03/14/2021,CLE @ ATL,L,241,82,-18
ATL,03/14/2021,ATL vs. CLE,W,239,100,18
CHI,03/14/2021,CHI vs. TOR,W,241,118,23
TOR,03/14/2021,TOR @ CHI,L,240,95,-23
PHI,03/14/2021,PHI vs. SAS,W,241,134,35
SAS,03/14/2021,SAS @ PHI,L,240,99,-35
LAC,03/14/2021,LAC @ NOP,L,239,115,-20
NOP,03/14/2021,NOP vs. LAC,W,240,135,20
UTA,03/14/2021,UTA @ GSW,L,241,119,-12
GSW,03/14/2021,GSW vs. UTA,W,241,131,12
DEN,03/15/2021,DEN vs. IND,W,239,121,15
IND,03/15/2021,IND @ DEN,L,238,106,-15
SAS,03/15/2021,SAS @ DET,W,240,109,10
DET,03/15/2021,DET vs. SAS,L,240,99,-10
GSW,03/15/2021,GSW vs. LAL,L,240,97,-31
LAL,03/15/2021,LAL @ GSW,W,240,128,31
NYK,03/15/2021,NYK @ BKN,L,240,112,-5
BKN,03/15/2021,BKN vs. NYK,W,241,117,5
CHA,03/15/2021,CHA vs. SAC,W,240,122,6
SAC,03/15/2021,SAC @ CHA,L,240,116,-6
MIL,03/15/2021,MIL @ WAS,W,240,133,11
WAS,03/15/2021,WAS vs. MIL,L,241,122,-11
DAL,03/15/2021,DAL vs. LAC,L,240,99,-10
LAC,03/15/2021,LAC @ DAL,W,241,109,10
PHX,03/15/2021,PHX vs. MEM,W,239,122,23
MEM,03/15/2021,MEM @ PHX,L,239,99,-23
CHI,03/16/2021,CHI vs. OKC,W,240,123,21
OKC,03/16/2021,OKC @ CHI,L,240,102,-21
LAL,03/16/2021,LAL vs. MIN,W,240,137,16
MIN,03/16/2021,MIN @ LAL,L,241,121,-16
CLE,03/16/2021,CLE @ MIA,L,241,98,-15
MIA,03/16/2021,MIA vs. CLE,W,239,113,15
BOS,03/16/2021,BOS vs. UTA,L,241,109,-8
UTA,03/16/2021,UTA @ BOS,W,240,117,8
HOU,03/16/2021,HOU vs. ATL,L,240,107,-12
ATL,03/16/2021,ATL @ HOU,W,240,119,12
NYK,03/16/2021,NYK @ PHI,L,241,96,-3
PHI,03/16/2021,PHI vs. NYK,W,241,99,3
NOP,03/16/2021,NOP @ POR,L,239,124,-1
POR,03/16/2021,POR vs. NOP,W,241,125,1
DAL,03/17/2021,DAL vs. LAC,W,241,105,16
LAC,03/17/2021,LAC @ DAL,L,239,89,-16
MIA,03/17/2021,MIA @ MEM,L,239,85,-4
MEM,03/17/2021,MEM vs. MIA,W,241,89,4
CHA,03/17/2021,CHA @ DEN,L,238,104,-25
DEN,03/17/2021,DEN vs. CHA,W,240,129,25
BOS,03/17/2021,BOS @ CLE,L,240,110,-7
CLE,03/17/2021,CLE vs. BOS,W,241,117,7
TOR,03/17/2021,TOR @ DET,L,239,112,-4
DET,03/17/2021,DET vs. TOR,W,241,116,4
SAS,03/17/2021,SAS @ CHI,W,241,106,7
CHI,03/17/2021,CHI vs. SAS,L,240,99,-7
BKN,03/17/2021,BKN @ IND,W,239,124,9
IND,03/17/2021,IND vs. BKN,L,240,115,-9
SAC,03/17/2021,SAC @ WAS,W,242,121,2
WAS,03/17/2021,WAS vs. SAC,L,242,119,-2
GSW,03/17/2021,GSW @ HOU,W,240,108,14
HOU,03/17/2021,HOU vs. GSW,L,240,94,-14
PHI,03/17/2021,PHI vs. MIL,L,266,105,-4
MIL,03/17/2021,MIL @ PHI,W,264,109,4
NOP,03/18/2021,NOP @ POR,L,239,93,-8
POR,03/18/2021,POR vs. NOP,W,241,101,8
NYK,03/18/2021,NYK vs. ORL,W,240,94,1
ORL,03/18/2021,ORL @ NYK,L,239,93,-1
PHX,03/18/2021,PHX vs. MIN,L,240,119,-4
MIN,03/18/2021,MIN @ PHX,W,240,123,4
CHA,03/18/2021,CHA @ LAL,L,240,105,-11
LAL,03/18/2021,LAL vs. CHA,W,240,116,11
OKC,03/18/2021,OKC @ ATL,L,240,93,-23
ATL,03/18/2021,ATL vs. OKC,W,241,116,23
UTA,03/18/2021,UTA @ WAS,L,242,122,-9
WAS,03/18/2021,WAS vs. UTA,W,240,131,9
SAC,03/19/2021,SAC @ BOS,W,241,107,11
BOS,03/19/2021,BOS vs. SAC,L,239,96,-11
TOR,03/19/2021,TOR vs. UTA,L,240,112,-3
UTA,03/19/2021,UTA @ TOR,W,240,115,3
BKN,03/19/2021,BKN @ ORL,L,240,113,-8
ORL,03/19/2021,ORL vs. BKN,W,238,121,8
DAL,03/19/2021,DAL @ POR,L,241,119,-6
POR,03/19/2021,POR vs. DAL,W,239,125,6
DET,03/19/2021,DET @ HOU,W,239,113,13
HOU,03/19/2021,HOU vs. DET,L,240,100,-13
GSW,03/19/2021,GSW @ MEM,W,241,116,13
MEM,03/19/2021,MEM vs. GSW,L,240,103,-13
MIN,03/19/2021,MIN @ PHX,L,240,101,-12
PHX,03/19/2021,PHX vs. MIN,W,243,113,12
IND,03/19/2021,IND @ MIA,W,240,137,27
MIA,03/19/2021,MIA vs. IND,L,240,110,-27
CLE,03/19/2021,CLE vs. SAS,L,241,110,-6
SAS,03/19/2021,SAS @ CLE,W,241,116,6
DEN,03/19/2021,DEN vs. CHI,W,265,131,4
CHI,03/19/2021,CHI @ DEN,L,264,127,-4
LAC,03/20/2021,LAC vs. CHA,W,242,125,27
CHA,03/20/2021,CHA @ LAC,L,240,98,-27
PHI,03/20/2021,PHI vs. SAC,W,238,129,24
SAC,03/20/2021,SAC @ PHI,L,240,105,-24
MEM,03/20/2021,MEM vs. GSW,W,239,111,8
GSW,03/20/2021,GSW @ MEM,L,238,103,-8
LAL,03/20/2021,LAL vs. ATL,L,242,94,-5
ATL,03/20/2021,ATL @ LAL,W,239,99,5
MIL,03/20/2021,MIL vs. SAS,W,241,120,7
SAS,03/20/2021,SAS @ MIL,L,239,113,-7
PHI,03/21/2021,PHI @ NYK,W,263,101,1
NYK,03/21/2021,NYK vs. PHI,L,266,100,-1
HOU,03/21/2021,HOU vs. OKC,L,240,112,-2
OKC,03/21/2021,OKC @ HOU,W,240,114,2
DAL,03/21/2021,DAL @ POR,W,241,132,40
POR,03/21/2021,POR vs. DAL,L,241,92,-40
MIA,03/21/2021,MIA vs. IND,L,265,106,-3
IND,03/21/2021,IND @ MIA,W,265,109,3
ORL,03/21/2021,ORL @ BOS,L,240,96,-16
BOS,03/21/2021,BOS vs. ORL,W,241,112,16
DEN,03/21/2021,DEN vs. NOP,L,241,108,-5
NOP,03/21/2021,NOP @ DEN,W,240,113,5
PHX,03/21/2021,PHX vs. LAL,W,241,111,17
LAL,03/21/2021,LAL @ PHX,L,239,94,-17
WAS,03/21/2021,WAS @ BKN,L,239,106,-7
BKN,03/21/2021,BKN vs. WAS,W,240,113,7
CHI,03/21/2021,CHI @ DET,W,242,100,14
DET,03/21/2021,DET vs. CHI,L,240,86,-14
TOR,03/21/2021,TOR @ CLE,L,239,105,-11
CLE,03/21/2021,CLE vs. TOR,W,241,116,11
TOR,03/22/2021,TOR @ HOU,L,241,99,-18
HOU,03/22/2021,HOU vs. TOR,W,240,117,18
MIL,03/22/2021,MIL vs. IND,W,239,140,27
IND,03/22/2021,IND @ MIL,L,241,113,-27
OKC,03/22/2021,OKC @ MIN,W,240,112,9
MIN,03/22/2021,MIN vs. OKC,L,239,103,-9
LAC,03/22/2021,LAC vs. ATL,W,238,119,9
ATL,03/22/2021,ATL @ LAC,L,239,110,-9
BOS,03/22/2021,BOS @ MEM,L,264,126,-6
MEM,03/22/2021,MEM vs. BOS,W,265,132,6
SAS,03/22/2021,SAS vs. CHA,L,241,97,-3
CHA,03/22/2021,CHA @ SAS,W,241,100,3
CLE,03/22/2021,CLE vs. SAC,L,240,105,-14
SAC,03/22/2021,SAC @ CLE,W,238,119,14
CHI,03/22/2021,CHI vs. UTA,L,240,95,-25
UTA,03/22/2021,UTA @ CHI,W,241,120,25
ORL,03/23/2021,ORL vs. DEN,L,240,99,-11
DEN,03/23/2021,DEN @ ORL,W,241,110,11
NOP,03/23/2021,NOP vs. LAL,W,239,128,17
LAL,03/23/2021,LAL @ NOP,L,240,111,-17
GSW,03/23/2021,GSW vs. PHI,L,240,98,-10
PHI,03/23/2021,PHI @ GSW,W,240,108,10
PHX,03/23/2021,PHX @ MIA,W,239,110,10
MIA,03/23/2021,MIA vs. PHX,L,239,100,-10
WAS,03/23/2021,WAS @ NYK,L,240,113,-18
NYK,03/23/2021,NYK vs. WAS,W,240,131,18
POR,03/23/2021,POR vs. BKN,L,240,112,-4
BKN,03/23/2021,BKN @ POR,W,240,116,4
BKN,03/24/2021,BKN @ UTA,L,238,88,-30
UTA,03/24/2021,UTA vs. BKN,W,240,118,30
HOU,03/24/2021,HOU vs. CHA,L,239,97,-25
CHA,03/24/2021,CHA @ HOU,W,241,122,25
DEN,03/24/2021,DEN @ TOR,L,241,111,-24
TOR,03/24/2021,TOR vs. DEN,W,241,135,24
CLE,03/24/2021,CLE @ CHI,W,240,103,9
CHI,03/24/2021,CHI vs. CLE,L,239,94,-9
DET,03/24/2021,DET @ IND,L,239,111,-5
IND,03/24/2021,IND vs. DET,W,241,116,5
SAS,03/24/2021,SAS vs. LAC,L,241,101,-33
LAC,03/24/2021,LAC @ SAS,W,239,134,33
MIN,03/24/2021,MIN vs. DAL,L,241,108,-20
DAL,03/24/2021,DAL @ MIN,W,240,128,20
OKC,03/24/2021,OKC vs. MEM,L,238,107,-9
MEM,03/24/2021,MEM @ OKC,W,240,116,9
PHX,03/24/2021,PHX @ ORL,L,239,111,-1
ORL,03/24/2021,ORL vs. PHX,W,240,112,1
MIL,03/24/2021,MIL vs. BOS,W,241,121,2
BOS,03/24/2021,BOS @ MIL,L,240,119,-2
SAC,03/24/2021,SAC vs. ATL,W,240,110,2
ATL,03/24/2021,ATL @ SAC,L,241,108,-2
MIA,03/25/2021,MIA vs. POR,L,240,122,-3
POR,03/25/2021,POR @ MIA,W,240,125,3
LAL,03/25/2021,LAL vs. PHI,L,240,101,-8
PHI,03/25/2021,PHI @ LAL,W,241,109,8
WAS,03/25/2021,WAS @ NYK,L,238,102,-4
NYK,03/25/2021,NYK vs. WAS,W,240,106,4
SAC,03/25/2021,SAC vs. GSW,W,241,141,22
GSW,03/25/2021,GSW @ SAC,L,239,119,-22
SAS,03/25/2021,SAS vs. LAC,L,240,85,-13
LAC,03/25/2021,LAC @ SAS,W,239,98,13
GSW,03/26/2021,GSW vs. ATL,L,240,108,-16
ATL,03/26/2021,ATL @ GSW,W,241,124,16
POR,03/26/2021,POR @ ORL,W,240,112,3.8
CHA,03/26/2021,CHA vs. MIA,W,241,110,5
MIA,03/26/2021,MIA @ CHA,L,240,105,-5
UTA,03/26/2021,UTA vs. MEM,W,240,117,3
MEM,03/26/2021,MEM @ UTA,L,240,114,-3
ORL,03/26/2021,ORL vs. POR,L,240,105,-7
BKN,03/26/2021,BKN @ DET,W,240,113,2
DET,03/26/2021,DET vs. BKN,L,243,111,-2
TOR,03/26/2021,TOR vs. PHX,L,240,100,-4
MIN,03/26/2021,MIN vs. HOU,W,239,107,6
HOU,03/26/2021,HOU @ MIN,L,240,101,-6
MIL,03/26/2021,MIL vs. BOS,L,240,114,-8
BOS,03/26/2021,BOS @ MIL,W,240,122,8
CLE,03/26/2021,CLE @ LAL,L,241,86,-14
LAL,03/26/2021,LAL vs. CLE,W,239,100,14
DAL,03/26/2021,DAL vs. IND,L,242,94,-15
IND,03/26/2021,IND @ DAL,W,241,109,15
DEN,03/26/2021,DEN @ NOP,W,240,113,5
NOP,03/26/2021,NOP vs. DEN,L,240,108,-5
PHX,03/26/2021,PHX @ TOR,W,241,104,4
OKC,03/27/2021,OKC vs. BOS,L,240,94,-17
BOS,03/27/2021,BOS @ OKC,W,239,111,17
DAL,03/27/2021,DAL @ NOP,L,240,103,-9
NOP,03/27/2021,NOP vs. DAL,W,241,112,9
LAC,03/27/2021,LAC vs. PHI,W,241,122,10
PHI,03/27/2021,PHI @ LAC,L,240,112,-10
DET,03/27/2021,DET @ WAS,L,238,92,-14
WAS,03/27/2021,WAS vs. DET,W,241,106,14
UTA,03/27/2021,UTA vs. MEM,W,241,126,16
MIN,03/27/2021,MIN vs. HOU,L,240,107,-22
HOU,03/27/2021,HOU @ MIN,W,240,129,22
SAC,03/27/2021,SAC vs. CLE,W,240,100,2
CLE,03/27/2021,CLE @ SAC,L,240,98,-2
CHI,03/27/2021,CHI @ SAS,L,240,104,-16
SAS,03/27/2021,SAS vs. CHI,W,241,120,16
NYK,03/27/2021,NYK @ MIL,W,239,102,6
MIL,03/27/2021,MIL vs. NYK,L,239,96,-6
MEM,03/27/2021,MEM @ UTA,L,244,110,-16
POR,03/28/2021,POR @ TOR,W,239,122,5
TOR,03/28/2021,TOR vs. POR,L,240,117,-5
ORL,03/28/2021,ORL @ LAL,L,240,93,-3
LAL,03/28/2021,LAL vs. ORL,W,240,96,3
DEN,03/28/2021,DEN vs. ATL,W,240,126,24
ATL,03/28/2021,ATL @ DEN,L,241,102,-24
PHX,03/28/2021,PHX @ CHA,W,265,101,4
CHA,03/28/2021,CHA vs. PHX,L,264,97,-4
IND,03/29/2021,IND @ WAS,L,240,124,-8
CLE,03/29/2021,CLE @ UTA,L,240,75,-39
UTA,03/29/2021,UTA vs. CLE,W,239,114,39
DET,03/29/2021,DET vs. TOR,W,239,118,14
TOR,03/29/2021,TOR @ DET,L,240,104,-14
BOS,03/29/2021,BOS vs. NOP,L,239,109,-6
NOP,03/29/2021,NOP @ BOS,W,241,115,6
DAL,03/29/2021,DAL @ OKC,W,239,127,21
OKC,03/29/2021,OKC vs. DAL,L,240,106,-21
MIL,03/29/2021,MIL @ LAC,L,242,105,-24
LAC,03/29/2021,LAC vs. MIL,W,241,129,24
NYK,03/29/2021,NYK vs. MIA,L,239,88,-10
MIA,03/29/2021,MIA @ NYK,W,240,98,10
HOU,03/29/2021,HOU vs. MEM,L,239,110,-10
MEM,03/29/2021,MEM @ HOU,W,240,120,10
SAS,03/29/2021,SAS vs. SAC,L,238,115,-17
SAC,03/29/2021,SAC @ SAS,W,239,132,17
WAS,03/29/2021,WAS vs. IND,W,240,132,8
MIN,03/29/2021,MIN @ BKN,L,239,107,-5
BKN,03/29/2021,BKN vs. MIN,W,241,112,5
GSW,03/29/2021,GSW vs. CHI,W,241,116,14
CHI,03/29/2021,CHI @ GSW,L,242,102,-14
PHI,03/30/2021,PHI @ DEN,L,240,95,-9
ATL,03/30/2021,ATL @ PHX,L,240,110,-7
PHX,03/30/2021,PHX vs. ATL,W,240,117,7
DEN,03/30/2021,DEN vs. PHI,W,240,104,9
CHA,03/30/2021,CHA @ WAS,W,240,114,10
WAS,03/30/2021,WAS vs. CHA,L,241,104,-10
LAC,03/30/2021,LAC vs. ORL,L,241,96,-7
ORL,03/30/2021,ORL @ LAC,W,241,103,7
UTA,03/31/2021,UTA @ MEM,W,239,111,4
MEM,03/31/2021,MEM vs. UTA,L,239,107,-4
OKC,03/31/2021,OKC vs. TOR,W,240,113,10
TOR,03/31/2021,TOR @ OKC,L,240,103,-10
CHI,03/31/2021,CHI @ PHX,L,240,116,-5
BOS,03/31/2021,BOS vs. DAL,L,240,108,-5
DAL,03/31/2021,DAL @ BOS,W,241,113,5
SAC,03/31/2021,SAC @ SAS,L,242,106,-14
SAS,03/31/2021,SAS vs. SAC,W,242,120,14
POR,03/31/2021,POR @ DET,W,240,124,23
DET,03/31/2021,DET vs. POR,L,239,101,-23
PHX,03/31/2021,PHX vs. CHI,W,240,121,5
MIN,03/31/2021,MIN vs. NYK,W,240,102,1
NYK,03/31/2021,NYK @ MIN,L,241,101,-1
IND,03/31/2021,IND vs. MIA,L,241,87,-5
MIA,03/31/2021,MIA @ IND,W,241,92,5
LAL,03/31/2021,LAL vs. MIL,L,239,97,-15
MIL,03/31/2021,MIL @ LAL,W,238,112,15
HOU,03/31/2021,HOU @ BKN,L,240,108,-12
BKN,03/31/2021,BKN vs. HOU,W,241,120,12
BKN,04/01/2021,BKN vs. CHA,W,241,111,22
PHI,04/01/2021,PHI @ CLE,W,239,114,20
CLE,04/01/2021,CLE vs. PHI,L,239,94,-20
MIA,04/01/2021,MIA vs. GSW,W,239,116,7
GSW,04/01/2021,GSW @ MIA,L,239,109,-7
ATL,04/01/2021,ATL @ SAS,W,288,134,5
SAS,04/01/2021,SAS vs. ATL,L,291,129,-5
WAS,04/01/2021,WAS @ DET,L,240,91,-29
DET,04/01/2021,DET vs. WAS,W,241,120,29
ORL,04/01/2021,ORL @ NOP,W,266,115,5
NOP,04/01/2021,NOP vs. ORL,L,266,110,-5
LAC,04/01/2021,LAC vs. DEN,L,241,94,-7
DEN,04/01/2021,DEN @ LAC,W,240,101,7
CHA,04/01/2021,CHA @ BKN,L,242,89,-22
NOP,04/02/2021,NOP vs. ATL,L,241,103,-23
ATL,04/02/2021,ATL @ NOP,W,240,126,23
MIN,04/02/2021,MIN @ MEM,L,240,108,-12
MEM,04/02/2021,MEM vs. MIN,W,241,120,12
CHA,04/02/2021,CHA @ IND,W,241,114,17
IND,04/02/2021,IND vs. CHA,L,241,97,-17
BOS,04/02/2021,BOS vs. HOU,W,241,118,16
HOU,04/02/2021,HOU @ BOS,L,242,102,-16
GSW,04/02/2021,GSW @ TOR,L,240,77,-53
TOR,04/02/2021,TOR vs. GSW,W,239,130,53
CHI,04/02/2021,CHI @ UTA,L,241,106,-7
DAL,04/02/2021,DAL @ NYK,W,241,99,13
NYK,04/02/2021,NYK vs. DAL,L,239,86,-13
UTA,04/02/2021,UTA vs. CHI,W,240,113,7
SAC,04/02/2021,SAC vs. LAL,L,239,94,-21
MIL,04/02/2021,MIL @ POR,W,239,127,18
POR,04/02/2021,POR vs. MIL,L,240,109,-18
LAL,04/02/2021,LAL @ SAC,W,241,115,21
PHX,04/02/2021,PHX vs. OKC,W,240,140,37
OKC,04/02/2021,OKC @ PHX,L,241,103,-37
OKC,04/03/2021,OKC @ POR,L,240,85,-48
ORL,04/03/2021,ORL @ UTA,L,240,91,-46
UTA,04/03/2021,UTA vs. ORL,W,241,137,46
PHI,04/03/2021,PHI vs. MIN,W,241,122,9
MIN,04/03/2021,MIN @ PHI,L,241,113,-9
DAL,04/03/2021,DAL @ WAS,W,241,109,22
WAS,04/03/2021,WAS vs. DAL,L,241,87,-22
NYK,04/03/2021,NYK @ DET,W,242,125,44
DET,04/03/2021,DET vs. NYK,L,241,81,-44
POR,04/03/2021,POR vs. OKC,W,241,133,48
CLE,04/03/2021,CLE @ MIA,L,239,101,-14
MIA,04/03/2021,MIA vs. CLE,W,241,115,14
