PLAYER,TEAM,DATE,MATCHUP,W/L,MIN,PTS,+/-
Andrew Wiggins,GSW,04/21/2022,GSW @ DEN,W,29,9,-4
Nikola Jokic,DEN,04/21/2022,DEN vs. GSW,L,38,37,3
Kevon Looney,GSW,04/21/2022,GSW @ DEN,W,9,0,-2
Gary Payton II,GSW,04/21/2022,GSW @ DEN,W,14,11,10
Monte Morris,DEN,04/21/2022,DEN vs. GSW,L,34,10,-5
Facundo Campazzo,DEN,04/21/2022,DEN vs. GSW,L,4,0,-10
Andre Iguodala,GSW,04/21/2022,GSW @ DEN,W,16,4,-8
DeMarcus Cousins,DEN,04/21/2022,DEN vs. GSW,L,10,9,-6
Nemanja Bjelica,GSW,04/21/2022,GSW @ DEN,W,12,2,1
Klay Thompson,GSW,04/21/2022,GSW @ DEN,W,37,26,2
Austin Rivers,DEN,04/21/2022,DEN vs. GSW,L,21,6,1
JaMychal Green,DEN,04/21/2022,DEN vs. GSW,L,12,6,-4
Otto Porter Jr.,GSW,04/21/2022,GSW @ DEN,W,22,6,16
Bryn Forbes,DEN,04/21/2022,DEN vs. GSW,L,17,5,-6
Jordan Poole,GSW,04/21/2022,GSW @ DEN,W,34,27,3
Bones Hyland,DEN,04/21/2022,DEN vs. GSW,L,14,5,0
Hassan Whiteside,UTA,04/21/2022,UTA vs. DAL,L,7,2,-1
Bojan Bogdanovic,UTA,04/21/2022,UTA vs. DAL,L,32,24,4
Davis Bertans,DAL,04/21/2022,DAL @ UTA,W,14,15,6
Trey Burke,DAL,04/21/2022,DAL @ UTA,W,4,3,5
Spencer Dinwiddie,DAL,04/21/2022,DAL @ UTA,W,41,20,8
Royce O'Neale,UTA,04/21/2022,UTA vs. DAL,L,32,2,-13
Juancho Hernangomez,UTA,04/21/2022,UTA vs. DAL,L,6,0,-8
Sterling Brown,DAL,04/21/2022,DAL @ UTA,W,0,2,-1
Mike Conley,UTA,04/21/2022,UTA vs. DAL,L,35,21,-16
Reggie Bullock,DAL,04/21/2022,DAL @ UTA,W,44,12,2
Jordan Clarkson,UTA,04/21/2022,UTA vs. DAL,L,30,14,0
Dwight Powell,DAL,04/21/2022,DAL @ UTA,W,13,0,-11
Dorian Finney-Smith,DAL,04/21/2022,DAL @ UTA,W,47,14,12
Danuel House Jr.,UTA,04/21/2022,UTA vs. DAL,L,19,2,-3
Donovan Mitchell,UTA,04/21/2022,UTA vs. DAL,L,39,32,4
Eric Paschall,UTA,04/21/2022,UTA vs. DAL,L,10,6,9
Josh Green,DAL,04/21/2022,DAL @ UTA,W,19,12,10
Maxi Kleber,DAL,04/21/2022,DAL @ UTA,W,22,17,10
Jalen Brunson,DAL,04/21/2022,DAL @ UTA,W,35,31,-1
Rudy Gobert,UTA,04/21/2022,UTA vs. DAL,L,29,15,-16
Greg Monroe,MIN,04/21/2022,MIN vs. MEM,L,0,0,0
Kyle Anderson,MEM,04/21/2022,MEM @ MIN,W,26,4,2
D'Angelo Russell,MIN,04/21/2022,MIN vs. MEM,L,39,22,4
Dillon Brooks,MEM,04/21/2022,MEM @ MIN,W,37,11,6
De'Anthony Melton,MEM,04/21/2022,MEM @ MIN,W,7,0,-3
Jarred Vanderbilt,MIN,04/21/2022,MIN vs. MEM,L,32,10,5
Naz Reid,MIN,04/21/2022,MIN vs. MEM,L,10,3,-9
Jaden McDaniels,MIN,04/21/2022,MIN vs. MEM,L,22,8,7
Xavier Tillman Sr.,MEM,04/21/2022,MEM @ MIN,W,16,5,-2
Ziaire Williams,MEM,04/21/2022,MEM @ MIN,W,8,5,-11
Patrick Beverley,MIN,04/21/2022,MIN vs. MEM,L,34,14,0
Tyus Jones,MEM,04/21/2022,MEM @ MIN,W,14,11,6
Karl-Anthony Towns,MIN,04/21/2022,MIN vs. MEM,L,33,8,-4
Malik Beasley,MIN,04/21/2022,MIN vs. MEM,L,25,11,-21
Taurean Prince,MIN,04/21/2022,MIN vs. MEM,L,6,0,-18
Jaren Jackson Jr.,MEM,04/21/2022,MEM @ MIN,W,21,6,14
Ja Morant,MEM,04/21/2022,MEM @ MIN,W,41,16,20
Brandon Clarke,MEM,04/21/2022,MEM @ MIN,W,29,20,-1
Anthony Edwards,MIN,04/21/2022,MIN vs. MEM,L,40,19,-9
Desmond Bane,MEM,04/21/2022,MEM @ MIN,W,40,26,14
Bobby Portis,MIL,04/20/2022,MIL vs. CHI,L,6,2,-1
Ayo Dosunmu,CHI,04/20/2022,CHI @ MIL,W,7,0,1
Derrick Jones Jr.,CHI,04/20/2022,CHI @ MIL,W,8,3,-3
Coby White,CHI,04/20/2022,CHI @ MIL,W,10,5,-6
Khris Middleton,MIL,04/20/2022,MIL vs. CHI,L,33,18,-1
Patrick Williams,CHI,04/20/2022,CHI @ MIL,W,32,10,-4
Serge Ibaka,MIL,04/20/2022,MIL vs. CHI,L,1,0,-2
Jevon Carter,MIL,04/20/2022,MIL vs. CHI,L,9,0,6
Jrue Holiday,MIL,04/20/2022,MIL vs. CHI,L,38,15,-8
Nikola Vucevic,CHI,04/20/2022,CHI @ MIL,W,36,24,13
Giannis Antetokounmpo,MIL,04/20/2022,MIL vs. CHI,L,40,33,1
Zach LaVine,CHI,04/20/2022,CHI @ MIL,W,43,20,4
Pat Connaughton,MIL,04/20/2022,MIL vs. CHI,L,23,3,2
Alex Caruso,CHI,04/20/2022,CHI @ MIL,W,38,9,15
Wesley Matthews,MIL,04/20/2022,MIL vs. CHI,L,34,11,-13
Grayson Allen,MIL,04/20/2022,MIL vs. CHI,L,21,3,-3
Javonte Green,CHI,04/20/2022,CHI @ MIL,W,14,2,2
DeMar DeRozan,CHI,04/20/2022,CHI @ MIL,W,44,41,2
Brook Lopez,MIL,04/20/2022,MIL vs. CHI,L,35,25,-1
Tristan Thompson,CHI,04/20/2022,CHI @ MIL,W,7,0,-4
Thaddeus Young,TOR,04/20/2022,TOR vs. PHI,L,6,2,-9
DeAndre Jordan,PHI,04/20/2022,PHI @ TOR,W,0,0,0
James Harden,PHI,04/20/2022,PHI @ TOR,W,38,19,0
Khem Birch,TOR,04/20/2022,TOR vs. PHI,L,14,2,-2
Chris Boucher,TOR,04/20/2022,TOR vs. PHI,L,17,3,7
Shake Milton,PHI,04/20/2022,PHI @ TOR,W,11,2,-7
Paul Reed,PHI,04/20/2022,PHI @ TOR,W,9,2,-5
Malachi Flynn,TOR,04/20/2022,TOR vs. PHI,L,8,0,4
Danny Green,PHI,04/20/2022,PHI @ TOR,W,46,9,10
Tobias Harris,PHI,04/20/2022,PHI @ TOR,W,47,11,7
Joel Embiid,PHI,04/20/2022,PHI @ TOR,W,44,33,8
Georges Niang,PHI,04/20/2022,PHI @ TOR,W,23,9,-6
Pascal Siakam,TOR,04/20/2022,TOR vs. PHI,L,48,12,-4
Fred VanVleet,TOR,04/20/2022,TOR vs. PHI,L,45,12,-7
OG Anunoby,TOR,04/20/2022,TOR vs. PHI,L,46,26,1
Gary Trent Jr.,TOR,04/20/2022,TOR vs. PHI,L,45,24,-7
Precious Achiuwa,TOR,04/20/2022,TOR vs. PHI,L,36,20,2
Tyrese Maxey,PHI,04/20/2022,PHI @ TOR,W,47,19,8
Kevin Durant,BKN,04/20/2022,BKN @ BOS,L,42,27,-10
Al Horford,BOS,04/20/2022,BOS vs. BKN,W,32,16,11
Patty Mills,BKN,04/20/2022,BKN @ BOS,L,18,5,-1
Andre Drummond,BKN,04/20/2022,BKN @ BOS,L,24,5,0
Derrick White,BOS,04/20/2022,BOS vs. BKN,W,13,3,-4
Bruce Brown,BKN,04/20/2022,BKN @ BOS,L,38,23,-8
Nic Claxton,BKN,04/20/2022,BKN @ BOS,L,23,3,-10
Day'Ron Sharpe,BKN,04/20/2022,BKN @ BOS,L,0,0,2
Kessler Edwards,BKN,04/20/2022,BKN @ BOS,L,3,0,1
Cam Thomas,BKN,04/20/2022,BKN @ BOS,L,0,0,2
Goran Dragic,BKN,04/20/2022,BKN @ BOS,L,20,18,1
Kyrie Irving,BKN,04/20/2022,BKN @ BOS,L,40,10,-9
Seth Curry,BKN,04/20/2022,BKN @ BOS,L,31,16,-3
Jaylen Brown,BOS,04/20/2022,BOS vs. BKN,W,39,22,1
Grant Williams,BOS,04/20/2022,BOS vs. BKN,W,32,17,9
Payton Pritchard,BOS,04/20/2022,BOS vs. BKN,W,16,10,15
Daniel Theis,BOS,04/20/2022,BOS vs. BKN,W,31,15,-7
Marcus Smart,BOS,04/20/2022,BOS vs. BKN,W,36,12,-1
Jayson Tatum,BOS,04/20/2022,BOS vs. BKN,W,41,19,11
Jae Crowder,PHX,04/19/2022,PHX vs. NOP,L,27,5,-7
Devin Booker,PHX,04/19/2022,PHX vs. NOP,L,25,31,-6
Cameron Payne,PHX,04/19/2022,PHX vs. NOP,L,17,6,6
Torrey Craig,PHX,04/19/2022,PHX vs. NOP,L,8,0,-5
Devonte' Graham,NOP,04/19/2022,NOP @ PHX,W,7,2,7
Deandre Ayton,PHX,04/19/2022,PHX vs. NOP,L,33,10,-13
Jaxson Hayes,NOP,04/19/2022,NOP @ PHX,W,20,9,0
Naji Marshall,NOP,04/19/2022,NOP @ PHX,W,8,0,0
Chris Paul,PHX,04/19/2022,PHX vs. NOP,L,36,17,-12
JaVale McGee,PHX,04/19/2022,PHX vs. NOP,L,15,10,2
CJ McCollum,NOP,04/19/2022,NOP @ PHX,W,40,23,11
Mikal Bridges,PHX,04/19/2022,PHX vs. NOP,L,40,19,-8
Landry Shamet,PHX,04/19/2022,PHX vs. NOP,L,12,5,-1
Cameron Johnson,PHX,04/19/2022,PHX vs. NOP,L,26,11,-11
Larry Nance Jr.,NOP,04/19/2022,NOP @ PHX,W,21,13,8
Herbert Jones,NOP,04/19/2022,NOP @ PHX,W,41,14,4
Jonas Valanciunas,NOP,04/19/2022,NOP @ PHX,W,26,10,5
Jose Alvarado,NOP,04/19/2022,NOP @ PHX,W,17,8,3
Brandon Ingram,NOP,04/19/2022,NOP @ PHX,W,39,37,18
Trey Murphy III,NOP,04/19/2022,NOP @ PHX,W,20,9,-1
Steven Adams,MEM,04/19/2022,MEM vs. MIN,W,3,0,-1
Kyle Anderson,MEM,04/19/2022,MEM vs. MIN,W,18,2,24
Karl-Anthony Towns,MIN,04/19/2022,MIN @ MEM,L,28,15,-21
Malik Beasley,MIN,04/19/2022,MIN @ MEM,L,22,7,-24
Dillon Brooks,MEM,04/19/2022,MEM vs. MIN,W,26,9,17
Josh Okogie,MIN,04/19/2022,MIN @ MEM,L,2,0,2
Jarred Vanderbilt,MIN,04/19/2022,MIN @ MEM,L,9,1,-7
Jordan McLaughlin,MIN,04/19/2022,MIN @ MEM,L,17,4,-2
Ja Morant,MEM,04/19/2022,MEM vs. MIN,W,30,23,24
Jarrett Culver,MEM,04/19/2022,MEM vs. MIN,W,5,2,0
Jaylen Nowell,MIN,04/19/2022,MIN @ MEM,L,12,6,7
John Konchar,MEM,04/19/2022,MEM vs. MIN,W,5,0,0
Anthony Edwards,MIN,04/19/2022,MIN @ MEM,L,34,20,-16
Xavier Tillman Sr.,MEM,04/19/2022,MEM vs. MIN,W,21,13,5
Ziaire Williams,MEM,04/19/2022,MEM vs. MIN,W,19,13,0
Patrick Beverley,MIN,04/19/2022,MIN @ MEM,L,29,6,-26
Tyus Jones,MEM,04/19/2022,MEM vs. MIN,W,16,10,4
D'Angelo Russell,MIN,04/19/2022,MIN @ MEM,L,28,11,-26
Taurean Prince,MIN,04/19/2022,MIN @ MEM,L,17,12,-11
Jaren Jackson Jr.,MEM,04/19/2022,MEM vs. MIN,W,27,16,21
De'Anthony Melton,MEM,04/19/2022,MEM vs. MIN,W,18,7,13
Brandon Clarke,MEM,04/19/2022,MEM vs. MIN,W,21,13,12
Naz Reid,MIN,04/19/2022,MIN @ MEM,L,20,12,-7
Jaden McDaniels,MIN,04/19/2022,MIN @ MEM,L,21,2,-9
Desmond Bane,MEM,04/19/2022,MEM vs. MIN,W,31,16,21
P.J. Tucker,MIA,04/19/2022,MIA vs. ATL,W,24,3,5
Danilo Gallinari,ATL,04/19/2022,ATL @ MIA,L,22,2,-11
Jimmy Butler,MIA,04/19/2022,MIA vs. ATL,W,39,45,19
Timothe Luwawu-Cabarrot,ATL,04/19/2022,ATL @ MIA,L,3,0,-1
John Collins,ATL,04/19/2022,ATL @ MIA,L,29,13,-6
Bam Adebayo,MIA,04/19/2022,MIA vs. ATL,W,24,9,-1
Trae Young,ATL,04/19/2022,ATL @ MIA,L,41,25,-11
Duncan Robinson,MIA,04/19/2022,MIA vs. ATL,W,7,0,1
Max Strus,MIA,04/19/2022,MIA vs. ATL,W,22,14,6
Dewayne Dedmon,MIA,04/19/2022,MIA vs. ATL,W,13,6,7
Bogdan Bogdanovic,ATL,04/19/2022,ATL @ MIA,L,28,29,0
Delon Wright,ATL,04/19/2022,ATL @ MIA,L,29,9,8
Kevin Huerter,ATL,04/19/2022,ATL @ MIA,L,34,9,-17
Caleb Martin,MIA,04/19/2022,MIA vs. ATL,W,17,3,6
Gabe Vincent,MIA,04/19/2022,MIA vs. ATL,W,26,11,2
Tyler Herro,MIA,04/19/2022,MIA vs. ATL,W,31,15,-7
Onyeka Okongwu,ATL,04/19/2022,ATL @ MIA,L,19,2,-4
De'Andre Hunter,ATL,04/19/2022,ATL @ MIA,L,35,16,-8
Kyle Lowry,MIA,04/19/2022,MIA vs. ATL,W,37,9,12
Jeff Green,DEN,04/18/2022,DEN @ GSW,L,23,3,-7
Stephen Curry,GSW,04/18/2022,GSW vs. DEN,W,23,34,32
Nemanja Bjelica,GSW,04/18/2022,GSW vs. DEN,W,16,10,3
Will Barton,DEN,04/18/2022,DEN @ GSW,L,31,12,-10
JaMychal Green,DEN,04/18/2022,DEN @ GSW,L,18,4,-10
Otto Porter Jr.,GSW,04/18/2022,GSW vs. DEN,W,22,3,4
Aaron Gordon,DEN,04/18/2022,DEN @ GSW,L,25,7,-12
Nikola Jokic,DEN,04/18/2022,DEN @ GSW,L,28,26,-26
Kevon Looney,GSW,04/18/2022,GSW vs. DEN,W,11,0,2
Damion Lee,GSW,04/18/2022,GSW vs. DEN,W,5,4,-3
Bryn Forbes,DEN,04/18/2022,DEN @ GSW,L,24,10,-8
Monte Morris,DEN,04/18/2022,DEN @ GSW,L,25,12,-10
Vlatko Cancar,DEN,04/18/2022,DEN @ GSW,L,5,5,3
Juan Toscano-Anderson,GSW,04/18/2022,GSW vs. DEN,W,5,3,-3
Zeke Nnaji,DEN,04/18/2022,DEN @ GSW,L,5,0,3
Jonathan Kuminga,GSW,04/18/2022,GSW vs. DEN,W,5,0,-3
Facundo Campazzo,DEN,04/18/2022,DEN @ GSW,L,6,0,2
Bones Hyland,DEN,04/18/2022,DEN @ GSW,L,17,12,-13
Moses Moody,GSW,04/18/2022,GSW vs. DEN,W,5,0,-3
DeMarcus Cousins,DEN,04/18/2022,DEN @ GSW,L,12,8,5
Klay Thompson,GSW,04/18/2022,GSW vs. DEN,W,36,21,13
Austin Rivers,DEN,04/18/2022,DEN @ GSW,L,21,7,-17
Jordan Poole,GSW,04/18/2022,GSW vs. DEN,W,34,29,7
Draymond Green,GSW,04/18/2022,GSW vs. DEN,W,30,6,20
Andrew Wiggins,GSW,04/18/2022,GSW vs. DEN,W,31,13,24
Gary Payton II,GSW,04/18/2022,GSW vs. DEN,W,18,3,7
Hassan Whiteside,UTA,04/18/2022,UTA @ DAL,L,11,2,4
Bojan Bogdanovic,UTA,04/18/2022,UTA @ DAL,L,40,25,-19
Rudy Gobert,UTA,04/18/2022,UTA @ DAL,L,37,8,-10
Trey Burke,DAL,04/18/2022,DAL vs. UTA,W,5,3,-5
Juancho Hernangomez,UTA,04/18/2022,UTA @ DAL,L,7,0,14
Dorian Finney-Smith,DAL,04/18/2022,DAL vs. UTA,W,42,9,12
Donovan Mitchell,UTA,04/18/2022,UTA @ DAL,L,41,34,-14
Jalen Brunson,DAL,04/18/2022,DAL vs. UTA,W,42,41,15
Josh Green,DAL,04/18/2022,DAL vs. UTA,W,6,2,-5
Mike Conley,UTA,04/18/2022,UTA @ DAL,L,22,0,-7
Davis Bertans,DAL,04/18/2022,DAL vs. UTA,W,13,0,-12
Reggie Bullock,DAL,04/18/2022,DAL vs. UTA,W,45,11,13
Jordan Clarkson,UTA,04/18/2022,UTA @ DAL,L,23,21,1
Spencer Dinwiddie,DAL,04/18/2022,DAL vs. UTA,W,40,17,6
Dwight Powell,DAL,04/18/2022,DAL vs. UTA,W,16,2,6
Royce O'Neale,UTA,04/18/2022,UTA @ DAL,L,37,12,-16
Danuel House Jr.,UTA,04/18/2022,UTA @ DAL,L,21,2,17
Maxi Kleber,DAL,04/18/2022,DAL vs. UTA,W,32,25,0
Thaddeus Young,TOR,04/18/2022,TOR @ PHI,L,8,2,-11
Joel Embiid,PHI,04/18/2022,PHI vs. TOR,W,37,31,7
Georges Niang,PHI,04/18/2022,PHI vs. TOR,W,9,5,-8
Pascal Siakam,TOR,04/18/2022,TOR @ PHI,L,41,20,-23
Gary Trent Jr.,TOR,04/18/2022,TOR @ PHI,L,10,0,-2
Matisse Thybulle,PHI,04/18/2022,PHI vs. TOR,W,10,5,-3
Precious Achiuwa,TOR,04/18/2022,TOR @ PHI,L,29,7,-24
Tyrese Maxey,PHI,04/18/2022,PHI vs. TOR,W,41,23,22
OG Anunoby,TOR,04/18/2022,TOR @ PHI,L,38,26,-14
James Harden,PHI,04/18/2022,PHI vs. TOR,W,41,14,17
Danny Green,PHI,04/18/2022,PHI vs. TOR,W,38,11,18
Tobias Harris,PHI,04/18/2022,PHI vs. TOR,W,39,20,23
Khem Birch,TOR,04/18/2022,TOR @ PHI,L,19,5,9
Fred VanVleet,TOR,04/18/2022,TOR @ PHI,L,44,20,-17
Chris Boucher,TOR,04/18/2022,TOR @ PHI,L,30,17,-1
Shake Milton,PHI,04/18/2022,PHI vs. TOR,W,14,3,-9
Paul Reed,PHI,04/18/2022,PHI vs. TOR,W,11,0,8
Malachi Flynn,TOR,04/18/2022,TOR @ PHI,L,21,0,8
Jonas Valanciunas,NOP,04/17/2022,NOP @ PHX,L,31,18,-10
Jae Crowder,PHX,04/17/2022,PHX vs. NOP,W,28,1,10
Cameron Payne,PHX,04/17/2022,PHX vs. NOP,W,17,2,-3
Mikal Bridges,PHX,04/17/2022,PHX vs. NOP,W,38,11,4
Deandre Ayton,PHX,04/17/2022,PHX vs. NOP,W,34,21,7
Jaxson Hayes,NOP,04/17/2022,NOP @ PHX,L,11,4,-11
Herbert Jones,NOP,04/17/2022,NOP @ PHX,L,31,5,-7
Jose Alvarado,NOP,04/17/2022,NOP @ PHX,L,14,3,-9
Chris Paul,PHX,04/17/2022,PHX vs. NOP,W,35,30,19
JaVale McGee,PHX,04/17/2022,PHX vs. NOP,W,14,7,4
CJ McCollum,NOP,04/17/2022,NOP @ PHX,L,43,25,-10
Devin Booker,PHX,04/17/2022,PHX vs. NOP,W,41,25,7
Larry Nance Jr.,NOP,04/17/2022,NOP @ PHX,L,20,14,-4
Torrey Craig,PHX,04/17/2022,PHX vs. NOP,W,11,0,3
Devonte' Graham,NOP,04/17/2022,NOP @ PHX,L,10,0,-3
Cameron Johnson,PHX,04/17/2022,PHX vs. NOP,W,23,13,4
Naji Marshall,NOP,04/17/2022,NOP @ PHX,L,15,6,-1
Trey Murphy III,NOP,04/17/2022,NOP @ PHX,L,26,6,6
Brandon Ingram,NOP,04/17/2022,NOP @ PHX,L,39,18,-6
Brook Lopez,MIL,04/17/2022,MIL vs. CHI,W,32,18,6
DeMar DeRozan,CHI,04/17/2022,CHI @ MIL,L,43,18,-5
Jrue Holiday,MIL,04/17/2022,MIL vs. CHI,W,39,15,11
Wesley Matthews,MIL,04/17/2022,MIL vs. CHI,W,27,6,9
Nikola Vucevic,CHI,04/17/2022,CHI @ MIL,L,39,24,-5
Pat Connaughton,MIL,04/17/2022,MIL vs. CHI,W,18,3,-1
Javonte Green,CHI,04/17/2022,CHI @ MIL,L,17,0,5
Patrick Williams,CHI,04/17/2022,CHI @ MIL,L,23,5,-13
Ayo Dosunmu,CHI,04/17/2022,CHI @ MIL,L,9,0,1
Tristan Thompson,CHI,04/17/2022,CHI @ MIL,L,7,2,-4
Khris Middleton,MIL,04/17/2022,MIL vs. CHI,W,39,11,4
Giannis Antetokounmpo,MIL,04/17/2022,MIL vs. CHI,W,34,27,19
Zach LaVine,CHI,04/17/2022,CHI @ MIL,L,37,18,-11
Bobby Portis,MIL,04/17/2022,MIL vs. CHI,W,23,10,-1
Derrick Jones Jr.,CHI,04/17/2022,CHI @ MIL,L,10,0,3
Alex Caruso,CHI,04/17/2022,CHI @ MIL,L,33,7,-10
Grayson Allen,MIL,04/17/2022,MIL vs. CHI,W,18,0,-5
Jevon Carter,MIL,04/17/2022,MIL vs. CHI,W,10,3,-7
Coby White,CHI,04/17/2022,CHI @ MIL,L,23,12,4
Kevin Durant,BKN,04/17/2022,BKN @ BOS,L,41,23,-13
Patty Mills,BKN,04/17/2022,BKN @ BOS,L,12,3,8
Andre Drummond,BKN,04/17/2022,BKN @ BOS,L,17,8,-13
Marcus Smart,BOS,04/17/2022,BOS vs. BKN,W,36,20,6
Jaylen Brown,BOS,04/17/2022,BOS vs. BKN,W,40,23,10
Daniel Theis,BOS,04/17/2022,BOS vs. BKN,W,20,4,6
Kessler Edwards,BKN,04/17/2022,BKN @ BOS,L,4,0,-6
Al Horford,BOS,04/17/2022,BOS vs. BKN,W,41,20,8
Goran Dragic,BKN,04/17/2022,BKN @ BOS,L,26,14,17
Kyrie Irving,BKN,04/17/2022,BKN @ BOS,L,42,39,6
Seth Curry,BKN,04/17/2022,BKN @ BOS,L,30,9,-1
Jayson Tatum,BOS,04/17/2022,BOS vs. BKN,W,45,31,2
Derrick White,BOS,04/17/2022,BOS vs. BKN,W,28,7,-3
Bruce Brown,BKN,04/17/2022,BKN @ BOS,L,37,5,-13
Nic Claxton,BKN,04/17/2022,BKN @ BOS,L,31,13,10
Grant Williams,BOS,04/17/2022,BOS vs. BKN,W,21,7,-17
Payton Pritchard,BOS,04/17/2022,BOS vs. BKN,W,8,3,-7
Kyle Lowry,MIA,04/17/2022,MIA vs. ATL,W,29,10,21
Danilo Gallinari,ATL,04/17/2022,ATL @ MIA,L,29,17,-17
Gorgui Dieng,ATL,04/17/2022,ATL @ MIA,L,6,3,3
Bam Adebayo,MIA,04/17/2022,MIA vs. ATL,W,28,6,27
Kevin Huerter,ATL,04/17/2022,ATL @ MIA,L,23,8,-21
Caleb Martin,MIA,04/17/2022,MIA vs. ATL,W,5,2,-6
Trae Young,ATL,04/17/2022,ATL @ MIA,L,28,8,-22
Haywood Highsmith,MIA,04/17/2022,MIA vs. ATL,W,5,0,-6
Onyeka Okongwu,ATL,04/17/2022,ATL @ MIA,L,21,3,-29
Omer Yurtseven,MIA,04/17/2022,MIA vs. ATL,W,5,5,-6
Jalen Johnson,ATL,04/17/2022,ATL @ MIA,L,5,0,6
Skylar Mays,ATL,04/17/2022,ATL @ MIA,L,5,2,6
Kevin Knox II,ATL,04/17/2022,ATL @ MIA,L,5,10,6
P.J. Tucker,MIA,04/17/2022,MIA vs. ATL,W,24,16,17
Jimmy Butler,MIA,04/17/2022,MIA vs. ATL,W,33,21,27
Dewayne Dedmon,MIA,04/17/2022,MIA vs. ATL,W,15,5,3
Bogdan Bogdanovic,ATL,04/17/2022,ATL @ MIA,L,26,6,-18
Delon Wright,ATL,04/17/2022,ATL @ MIA,L,21,5,-7
Timothe Luwawu-Cabarrot,ATL,04/17/2022,ATL @ MIA,L,15,5,2
John Collins,ATL,04/17/2022,ATL @ MIA,L,21,10,2
Duncan Robinson,MIA,04/17/2022,MIA vs. ATL,W,23,27,16
Gabe Vincent,MIA,04/17/2022,MIA vs. ATL,W,25,8,13
Max Strus,MIA,04/17/2022,MIA vs. ATL,W,25,9,8
De'Andre Hunter,ATL,04/17/2022,ATL @ MIA,L,35,14,-31
Tyler Herro,MIA,04/17/2022,MIA vs. ATL,W,23,6,6
Thaddeus Young,TOR,04/16/2022,TOR @ PHI,L,6,0,-1
Danny Green,PHI,04/16/2022,PHI vs. TOR,W,22,2,12
Khem Birch,TOR,04/16/2022,TOR @ PHI,L,8,4,-3
Furkan Korkmaz,PHI,04/16/2022,PHI vs. TOR,W,3,0,0
Fred VanVleet,TOR,04/16/2022,TOR @ PHI,L,36,18,-19
Isaac Bonga,TOR,04/16/2022,TOR @ PHI,L,3,2,0
Yuta Watanabe,TOR,04/16/2022,TOR @ PHI,L,5,2,2
Matisse Thybulle,PHI,04/16/2022,PHI vs. TOR,W,19,3,3
Armoni Brooks,TOR,04/16/2022,TOR @ PHI,L,3,0,0
Precious Achiuwa,TOR,04/16/2022,TOR @ PHI,L,29,9,-8
Tyrese Maxey,PHI,04/16/2022,PHI vs. TOR,W,38,38,20
Paul Reed,PHI,04/16/2022,PHI vs. TOR,W,11,3,4
Isaiah Joe,PHI,04/16/2022,PHI vs. TOR,W,2,0,1
Malachi Flynn,TOR,04/16/2022,TOR @ PHI,L,3,0,0
Scottie Barnes,TOR,04/16/2022,TOR @ PHI,L,32,15,-10
Dalano Banton,TOR,04/16/2022,TOR @ PHI,L,3,1,0
James Harden,PHI,04/16/2022,PHI vs. TOR,W,40,22,14
Tobias Harris,PHI,04/16/2022,PHI vs. TOR,W,37,26,17
Joel Embiid,PHI,04/16/2022,PHI vs. TOR,W,37,19,16
Georges Niang,PHI,04/16/2022,PHI vs. TOR,W,16,8,11
Pascal Siakam,TOR,04/16/2022,TOR @ PHI,L,40,24,-19
OG Anunoby,TOR,04/16/2022,TOR @ PHI,L,33,20,-11
Chris Boucher,TOR,04/16/2022,TOR @ PHI,L,15,7,-8
Shake Milton,PHI,04/16/2022,PHI vs. TOR,W,14,10,2
Gary Trent Jr.,TOR,04/16/2022,TOR @ PHI,L,26,9,-23
De'Anthony Melton,MEM,04/16/2022,MEM vs. MIN,L,14,2,-14
Jarred Vanderbilt,MIN,04/16/2022,MIN @ MEM,W,19,2,-11
Steven Adams,MEM,04/16/2022,MEM vs. MIN,L,24,0,-13
Dillon Brooks,MEM,04/16/2022,MEM vs. MIN,L,35,24,-15
Patrick Beverley,MIN,04/16/2022,MIN @ MEM,W,28,10,16
Anthony Edwards,MIN,04/16/2022,MIN @ MEM,W,40,36,12
Brandon Clarke,MEM,04/16/2022,MEM vs. MIN,L,27,13,2
Naz Reid,MIN,04/16/2022,MIN @ MEM,W,5,0,-3
Taurean Prince,MIN,04/16/2022,MIN @ MEM,W,12,5,5
Jordan McLaughlin,MIN,04/16/2022,MIN @ MEM,W,9,0,-2
Jaden McDaniels,MIN,04/16/2022,MIN @ MEM,W,25,15,19
Kyle Anderson,MEM,04/16/2022,MEM vs. MIN,L,21,6,1
Tyus Jones,MEM,04/16/2022,MEM vs. MIN,L,16,7,0
Desmond Bane,MEM,04/16/2022,MEM vs. MIN,L,33,17,0
Ziaire Williams,MEM,04/16/2022,MEM vs. MIN,L,10,4,6
D'Angelo Russell,MIN,04/16/2022,MIN @ MEM,W,29,10,12
Jaren Jackson Jr.,MEM,04/16/2022,MEM vs. MIN,L,24,12,-16
Karl-Anthony Towns,MIN,04/16/2022,MIN @ MEM,W,43,29,16
Malik Beasley,MIN,04/16/2022,MIN @ MEM,W,30,23,1
Ja Morant,MEM,04/16/2022,MEM vs. MIN,L,35,32,-16
Hassan Whiteside,UTA,04/16/2022,UTA @ DAL,W,13,3,0
Reggie Bullock,DAL,04/16/2022,DAL vs. UTA,L,44,15,-12
Rudy Gobert,UTA,04/16/2022,UTA @ DAL,W,35,5,6
Spencer Dinwiddie,DAL,04/16/2022,DAL vs. UTA,L,36,22,0
Royce O'Neale,UTA,04/16/2022,UTA @ DAL,W,31,3,-1
